"","kn","sn","sq"
"93",0.214355517827781,-0.135707277452584,0.0860263987606911
"94",1.98278853990697,-0.135707277452584,0.65820198121552
"95",-0.964599830225013,-0.135707277452584,-1.05832476614897
"98",-0.375122156198616,-0.135707277452584,-1.6305003486038
"99",0.214355517827781,-0.135707277452584,0.0860263987606911
"100",1.39331086588057,-0.771974184853226,0.65820198121552
"102",-0.375122156198616,-1.40824109225387,0.0860263987606911
"103",0.214355517827781,0.500559629948057,-0.486149183694138
"104",1.39331086588057,-0.135707277452584,0.65820198121552
"105",1.39331086588057,1.77309344474934,0.65820198121552
"106",0.803833191854177,2.40936035214998,0.65820198121552
"107",-0.375122156198616,0.500559629948057,0.65820198121552
"108",0.214355517827781,0.500559629948057,-1.6305003486038
"109",0.214355517827781,-0.135707277452584,-1.05832476614897
"110",0.803833191854177,-0.771974184853226,-1.05832476614897
"111",-0.375122156198616,-0.771974184853226,-0.486149183694138
"112",1.98278853990697,-0.135707277452584,0.65820198121552
"113",-0.375122156198616,-0.135707277452584,1.23037756367035
"114",-1.55407750425141,-2.04450799965451,-1.6305003486038
"115",1.98278853990697,0.500559629948057,1.23037756367035
"116",-0.375122156198616,1.77309344474934,0.65820198121552
"117",0.214355517827781,1.1368265373487,0.65820198121552
"118",0.803833191854177,-0.771974184853226,0.65820198121552
"119",-0.375122156198616,-0.135707277452584,0.0860263987606911
"120",-0.964599830225013,-2.04450799965451,-1.6305003486038
"121",0.803833191854177,-0.771974184853226,-1.6305003486038
"123",-1.55407750425141,-0.135707277452584,-1.6305003486038
"124",0.214355517827781,-0.135707277452584,0.0860263987606911
"125",1.39331086588057,-0.135707277452584,-0.486149183694138
"127",0.803833191854177,0.500559629948057,-0.486149183694138
"128",1.39331086588057,-0.135707277452584,1.23037756367035
"129",-0.964599830225013,-1.40824109225387,-0.486149183694138
"130",0.214355517827781,-0.135707277452584,0.65820198121552
"131",1.98278853990697,-0.135707277452584,0.0860263987606911
"132",0.803833191854177,-0.771974184853226,-1.05832476614897
"133",0.803833191854177,2.40936035214998,0.65820198121552
"134",2.57226621393337,-0.135707277452584,0.0860263987606911
"135",1.98278853990697,-0.135707277452584,0.65820198121552
"136",1.39331086588057,-0.135707277452584,0.65820198121552
"137",-0.375122156198616,-0.135707277452584,-1.05832476614897
"138",1.39331086588057,-0.135707277452584,-0.486149183694138
"139",0.803833191854177,-0.771974184853226,0.0860263987606911
"140",-0.964599830225013,2.40936035214998,-0.486149183694138
"141",-0.375122156198616,-0.135707277452584,-1.05832476614897
"142",-0.964599830225013,0.500559629948057,-1.05832476614897
"143",-0.964599830225013,1.1368265373487,-0.486149183694138
"144",0.803833191854177,-0.771974184853226,-0.486149183694138
"145",0.214355517827781,-0.135707277452584,-0.486149183694138
"146",-0.964599830225013,1.1368265373487,-0.486149183694138
"147",1.39331086588057,0.500559629948057,0.65820198121552
"148",0.214355517827781,-0.771974184853226,1.23037756367035
"149",0.803833191854177,-0.771974184853226,-1.6305003486038
"150",0.214355517827781,0.500559629948057,0.65820198121552
"152",0.214355517827781,1.77309344474934,1.80255314612518
"153",0.214355517827781,-0.135707277452584,0.65820198121552
"155",1.39331086588057,-0.771974184853226,0.65820198121552
"156",-0.964599830225013,-0.135707277452584,-0.486149183694138
"157",-0.375122156198616,-0.771974184853226,-0.486149183694138
"158",0.214355517827781,-0.771974184853226,-1.6305003486038
"159",0.803833191854177,-0.135707277452584,0.0860263987606911
"160",-0.375122156198616,1.1368265373487,2.94690431103484
"161",0.803833191854177,0.500559629948057,0.65820198121552
"162",-0.964599830225013,-0.135707277452584,-0.486149183694138
"163",0.214355517827781,1.1368265373487,1.80255314612518
"164",-0.964599830225013,0.500559629948057,-0.486149183694138
"165",0.803833191854177,0.500559629948057,-1.6305003486038
"166",-0.964599830225013,1.1368265373487,-0.486149183694138
"167",-1.55407750425141,-0.771974184853226,-1.6305003486038
"168",-0.375122156198616,0.500559629948057,-2.20267593105863
"169",-0.375122156198616,1.1368265373487,-0.486149183694138
"170",1.39331086588057,-0.135707277452584,0.65820198121552
"171",-0.964599830225013,0.500559629948057,0.65820198121552
"172",0.803833191854177,1.77309344474934,1.80255314612518
"173",-2.14355517827781,-0.135707277452584,-1.05832476614897
"174",0.214355517827781,-0.771974184853226,0.65820198121552
"175",-2.14355517827781,-0.771974184853226,-1.6305003486038
"176",1.39331086588057,-0.135707277452584,1.23037756367035
"177",0.214355517827781,1.77309344474934,2.94690431103484
"179",-0.964599830225013,-0.771974184853226,-0.486149183694138
"180",0.803833191854177,-0.135707277452584,0.65820198121552
"181",-0.964599830225013,-0.771974184853226,-0.486149183694138
"182",-0.964599830225013,-0.771974184853226,-0.486149183694138
"183",0.214355517827781,-0.135707277452584,0.65820198121552
"184",1.39331086588057,-0.135707277452584,-1.05832476614897
"186",-0.964599830225013,-0.771974184853226,-0.486149183694138
"187",-1.55407750425141,1.77309344474934,-0.486149183694138
"188",0.803833191854177,1.1368265373487,-0.486149183694138
"189",1.39331086588057,0.500559629948057,0.65820198121552
"190",0.803833191854177,-0.135707277452584,0.65820198121552
"191",0.803833191854177,-2.04450799965451,0.0860263987606911
"192",-0.964599830225013,-0.771974184853226,0.65820198121552
"193",1.39331086588057,-0.135707277452584,0.65820198121552
"194",-0.964599830225013,-0.135707277452584,0.65820198121552
"195",0.214355517827781,1.1368265373487,-1.05832476614897
"196",0.214355517827781,-0.771974184853226,0.65820198121552
"197",-0.964599830225013,-0.135707277452584,0.65820198121552
"198",0.803833191854177,-0.135707277452584,0.65820198121552
"199",0.214355517827781,-1.40824109225387,-0.486149183694138
"200",-0.375122156198616,1.1368265373487,0.0860263987606911
"201",0.214355517827781,0.500559629948057,-1.6305003486038
"202",0.214355517827781,1.1368265373487,1.80255314612518
"203",0.803833191854177,-0.771974184853226,-0.486149183694138
"204",0.214355517827781,-0.135707277452584,-0.486149183694138
"205",0.803833191854177,-0.135707277452584,0.65820198121552
"206",0.803833191854177,0.500559629948057,-1.6305003486038
"207",-0.375122156198616,-2.04450799965451,-1.6305003486038
"208",-0.964599830225013,-0.135707277452584,0.0860263987606911
"209",0.803833191854177,2.40936035214998,1.80255314612518
"210",1.39331086588057,1.77309344474934,0.65820198121552
"211",-0.375122156198616,-0.135707277452584,0.65820198121552
"212",0.214355517827781,-0.135707277452584,0.65820198121552
"213",1.39331086588057,-0.771974184853226,0.65820198121552
"214",0.214355517827781,-0.135707277452584,0.0860263987606911
"215",-0.964599830225013,-0.135707277452584,-0.486149183694138
"216",-0.964599830225013,1.1368265373487,-0.486149183694138
"217",-0.964599830225013,-0.771974184853226,-0.486149183694138
"218",0.803833191854177,-0.135707277452584,0.65820198121552
"220",0.214355517827781,0.500559629948057,0.65820198121552
"221",-0.964599830225013,1.1368265373487,-0.486149183694138
"222",-0.964599830225013,0.500559629948057,0.0860263987606911
"223",-1.55407750425141,1.77309344474934,0.65820198121552
"224",1.98278853990697,-1.40824109225387,-0.486149183694138
"225",-0.375122156198616,-0.771974184853226,0.65820198121552
"226",-0.375122156198616,1.1368265373487,-0.486149183694138
"227",-0.964599830225013,-1.40824109225387,0.0860263987606911
"228",-0.964599830225013,-0.771974184853226,-0.486149183694138
"229",1.39331086588057,-0.135707277452584,1.23037756367035
"230",0.803833191854177,1.1368265373487,2.94690431103484
"231",-0.375122156198616,-0.771974184853226,-0.486149183694138
"232",0.803833191854177,1.77309344474934,1.23037756367035
"233",0.214355517827781,1.77309344474934,0.0860263987606911
"234",0.803833191854177,1.77309344474934,1.80255314612518
"235",-0.375122156198616,-0.135707277452584,-1.6305003486038
"236",0.214355517827781,1.1368265373487,-0.486149183694138
"237",-0.964599830225013,-2.04450799965451,-0.486149183694138
"238",-0.964599830225013,1.77309344474934,-0.486149183694138
"239",-0.964599830225013,-0.135707277452584,-0.486149183694138
"240",0.803833191854177,-0.135707277452584,-0.486149183694138
"241",-0.964599830225013,1.77309344474934,-0.486149183694138
"243",-0.964599830225013,0.500559629948057,-0.486149183694138
"244",-0.964599830225013,0.500559629948057,-0.486149183694138
"246",-0.375122156198616,-0.135707277452584,-0.486149183694138
"247",0.803833191854177,1.1368265373487,0.65820198121552
"248",0.214355517827781,-0.771974184853226,0.65820198121552
"250",-0.964599830225013,-0.135707277452584,0.0860263987606911
"251",0.803833191854177,-0.135707277452584,0.65820198121552
"252",0.803833191854177,0.500559629948057,1.80255314612518
"254",2.57226621393337,1.1368265373487,-1.6305003486038
"255",-0.964599830225013,-0.771974184853226,0.0860263987606911
"256",-0.964599830225013,-0.771974184853226,-0.486149183694138
"257",-2.14355517827781,1.1368265373487,0.0860263987606911
"258",1.39331086588057,-0.135707277452584,0.65820198121552
"259",-0.964599830225013,0.500559629948057,0.65820198121552
"260",0.803833191854177,0.500559629948057,1.80255314612518
"261",-1.55407750425141,-0.771974184853226,-0.486149183694138
"262",1.39331086588057,1.77309344474934,0.65820198121552
"263",1.39331086588057,-0.135707277452584,-0.486149183694138
"264",0.214355517827781,-0.135707277452584,-1.6305003486038
"265",0.803833191854177,-0.135707277452584,1.23037756367035
"266",0.803833191854177,2.40936035214998,1.80255314612518
"267",0.214355517827781,-0.771974184853226,-1.6305003486038
"270",-0.964599830225013,-0.771974184853226,0.0860263987606911
"271",0.803833191854177,-0.771974184853226,0.65820198121552
"272",0.214355517827781,1.1368265373487,1.80255314612518
"273",-0.964599830225013,1.1368265373487,-1.6305003486038
"274",1.39331086588057,1.1368265373487,-1.6305003486038
"275",0.803833191854177,0.500559629948057,-1.6305003486038
"276",1.39331086588057,-0.135707277452584,-0.486149183694138
"277",0.214355517827781,1.1368265373487,1.80255314612518
"278",-0.375122156198616,-0.135707277452584,0.65820198121552
"279",-1.55407750425141,-0.771974184853226,-0.486149183694138
"280",-2.14355517827781,1.77309344474934,0.65820198121552
"281",1.39331086588057,-0.771974184853226,-0.486149183694138
"282",0.214355517827781,0.500559629948057,0.65820198121552
"284",0.214355517827781,-1.40824109225387,-2.20267593105863
"285",-2.14355517827781,-1.40824109225387,-0.486149183694138
"287",-0.964599830225013,-0.135707277452584,0.0860263987606911
"288",0.214355517827781,-1.40824109225387,-1.05832476614897
"289",0.803833191854177,-2.04450799965451,-0.486149183694138
"290",0.803833191854177,-2.04450799965451,1.23037756367035
"291",-0.964599830225013,-1.40824109225387,-0.486149183694138
"292",0.214355517827781,-0.135707277452584,0.65820198121552
"293",1.39331086588057,1.1368265373487,1.80255314612518
"294",0.214355517827781,-0.135707277452584,-1.05832476614897
"296",0.803833191854177,-1.40824109225387,-0.486149183694138
"297",-0.375122156198616,-2.04450799965451,1.80255314612518
"298",-0.964599830225013,1.1368265373487,0.65820198121552
"299",-0.375122156198616,-0.135707277452584,0.0860263987606911
"300",-1.55407750425141,0.500559629948057,-1.05832476614897
"302",-0.375122156198616,-0.771974184853226,0.0860263987606911
"303",-0.964599830225013,-0.135707277452584,-1.6305003486038
"304",-0.375122156198616,0.500559629948057,0.65820198121552
"305",-1.55407750425141,-0.135707277452584,-0.486149183694138
"306",-0.375122156198616,-0.771974184853226,-0.486149183694138
"308",-1.55407750425141,0.500559629948057,0.65820198121552
"309",0.214355517827781,0.500559629948057,0.0860263987606911
"310",0.803833191854177,-1.40824109225387,0.65820198121552
"311",-0.375122156198616,-0.135707277452584,-0.486149183694138
"312",-0.375122156198616,-0.771974184853226,-1.05832476614897
"313",0.214355517827781,2.40936035214998,1.80255314612518
"314",-0.964599830225013,-1.40824109225387,-0.486149183694138
"315",-0.964599830225013,-1.40824109225387,0.0860263987606911
"316",-0.964599830225013,1.1368265373487,0.65820198121552
"317",-0.964599830225013,-1.40824109225387,-0.486149183694138
"318",-0.964599830225013,-0.771974184853226,-1.6305003486038
"319",0.803833191854177,-0.135707277452584,0.65820198121552
"320",-0.375122156198616,1.77309344474934,0.65820198121552
"321",-1.55407750425141,-0.135707277452584,-1.6305003486038
"322",0.803833191854177,0.500559629948057,1.23037756367035
"323",-0.375122156198616,0.500559629948057,-0.486149183694138
"324",0.214355517827781,-1.40824109225387,-0.486149183694138
