"","ds","district","y","yhat","yhat_lower","yhat_upper"
"58",2012-12-31 17:00:00,28,-11.9,-11.8305707487505,-12.1740151016647,-11.4795450218177
"59",2012-12-31 17:00:00,29,20.3,20.476723075659,19.8423515914359,21.0864228758353
"60",2012-12-31 17:00:00,30,16.5,16.7680835188794,16.1921479970393,17.3429169121881
"61",2013-03-31 17:00:00,1,-28.51,-28.4333136322565,-28.5175850436952,-28.3343652573494
"62",2013-03-31 17:00:00,2,17.76,17.3607272474179,16.9289343279419,17.8288554027138
"63",2013-03-31 17:00:00,3,32.39,32.1658709190096,31.652198315171,32.7235988971068
"64",2013-03-31 17:00:00,4,15.69,15.1023553232929,14.6738832224768,15.5198877029611
"65",2013-03-31 17:00:00,5,-18.95,-18.6164603912661,-18.9416887440909,-18.3075970520647
"66",2013-03-31 17:00:00,6,-10.22,-10.8772984745374,-11.3592682860737,-10.4424101993521
"67",2013-03-31 17:00:00,7,33.64,33.6399999999911,33.6399999988358,33.6400000010948
"68",2013-03-31 17:00:00,8,6.47,6.62945352332326,6.45123576806518,6.81239664704829
"69",2013-03-31 17:00:00,9,4.22,3.68205052257172,3.19295677063534,4.17982760749309
"70",2013-03-31 17:00:00,10,3.54000000000001,2.71706901068242,2.11099988681939,3.38088275367059
"71",2013-03-31 17:00:00,11,-12.87,-12.8972367359124,-12.9603272905795,-12.8325676447621
"72",2013-03-31 17:00:00,12,-27.92,-28.0063309573992,-28.124294720519,-27.8905527556239
"73",2013-03-31 17:00:00,13,-16.68,-16.7356811622457,-16.8330607731129,-16.6200509124846
"74",2013-03-31 17:00:00,14,-11.47,-11.4465082176536,-11.4897987567788,-11.4080921230906
"75",2013-03-31 17:00:00,15,-20.93,-21.0293441756291,-21.1604996935272,-20.9088127102454
"76",2013-03-31 17:00:00,16,-17.65,-17.5806769937624,-17.6650174626907,-17.4953244325132
"77",2013-03-31 17:00:00,17,-14.11,-14.400752681137,-14.5927512837412,-14.2126889901655
"78",2013-03-31 17:00:00,18,-7.91,-8.5415587978284,-8.98608597523251,-8.09585857247772
"79",2013-03-31 17:00:00,19,22.62,21.7873427482423,21.3511317762156,22.242615284101
"80",2013-03-31 17:00:00,20,-9.33,-9.67421018627761,-9.92191668395924,-9.39342903119312
"81",2013-03-31 17:00:00,21,-9.88,-9.93388400734199,-10.0048394179309,-9.86403191236779
"82",2013-03-31 17:00:00,22,-23.38,-23.3799999999971,-23.3800000006384,-23.379999999386
"83",2013-03-31 17:00:00,23,-24.41,-24.5000598925395,-24.6306952250302,-24.3781936241777
"84",2013-03-31 17:00:00,24,15.6,14.7398307397364,14.22408175421,15.2301974676691
"85",2013-03-31 17:00:00,25,-25.26,-25.3609815480756,-25.4583690359196,-25.2726642035743
"86",2013-03-31 17:00:00,26,7.69,6.78426071414221,6.28477031129894,7.2687502113341
"87",2013-03-31 17:00:00,27,34.09,33.4505239282549,33.1278778044098,33.7631065779999
"88",2013-03-31 17:00:00,28,-11.67,-12.1932389662135,-12.5483717249179,-11.846490881625
"89",2013-03-31 17:00:00,29,20.34,19.2705315797097,18.6583691623671,19.894483000981
"90",2013-03-31 17:00:00,30,16.67,15.7811269932695,15.2333449213178,16.3388990328849
"91",2013-06-30 17:00:00,1,-28.48,-28.5788612243101,-28.6665991857859,-28.4873219973763
"92",2013-06-30 17:00:00,2,17.77,17.2353109379126,16.8152802088562,17.6775000613862
"93",2013-06-30 17:00:00,3,32.17,31.6608286129446,31.1142691103411,32.1913892076928
"94",2013-06-30 17:00:00,4,15.53,15.2072777027485,14.8167236096135,15.627006559549
"95",2013-06-30 17:00:00,5,-19.66,-19.2610561604295,-19.5765942179188,-18.9249446468717
"96",2013-06-30 17:00:00,6,-10.24,-10.8515203789467,-11.3138245736303,-10.4120166170325
"97",2013-06-30 17:00:00,7,33.43,33.430000000003,33.4299999988817,33.4300000010969
"98",2013-06-30 17:00:00,8,6.05,6.1844478336446,6.01898998107636,6.35225293710212
"99",2013-06-30 17:00:00,9,4.32,3.98251879780734,3.48716790518541,4.48568374188586
"100",2013-06-30 17:00:00,10,3.57,3.00545729842423,2.40893819755369,3.62385093062138
"101",2013-06-30 17:00:00,11,-12.77,-12.7878012013628,-12.8489531005344,-12.7284488347704
"102",2013-06-30 17:00:00,12,-27.84,-27.8220833589284,-27.9251405799856,-27.7099812098997
"103",2013-06-30 17:00:00,13,-16.75,-16.8000239794128,-16.9065424750678,-16.6887177494157
"104",2013-06-30 17:00:00,14,-11.55,-11.5805286221866,-11.6239169739888,-11.5391963194845
"105",2013-06-30 17:00:00,15,-20.93,-20.8502090648127,-20.9765581517831,-20.7158731796777
"106",2013-06-30 17:00:00,16,-17.71,-17.6346972278021,-17.7197619299919,-17.5440367347371
"107",2013-06-30 17:00:00,17,-14.1,-14.1748642293573,-14.3584877072733,-13.9794965661127
"108",2013-06-30 17:00:00,18,-7.95,-8.16320858768656,-8.61277989498701,-7.71719003954342
"109",2013-06-30 17:00:00,19,22.14,21.8714456082593,21.449698583101,22.3005021403039
"110",2013-06-30 17:00:00,20,-9.34,-9.49017824536155,-9.75284380434219,-9.23669019016335
"111",2013-06-30 17:00:00,21,-9.83,-9.82767525140013,-9.89932761470219,-9.75328034672611
"112",2013-06-30 17:00:00,22,-23.24,-23.2399999999999,-23.2400000006663,-23.2399999993416
"113",2013-06-30 17:00:00,23,-24.27,-24.2422100772374,-24.3551490748812,-24.1217420479407
"114",2013-06-30 17:00:00,24,15.22,15.0445598379319,14.5247876331835,15.5482745192504
"115",2013-06-30 17:00:00,25,-25.25,-25.2314934388773,-25.3236980358442,-25.1452588519496
"116",2013-06-30 17:00:00,26,7.11,6.93409897395744,6.38941762875962,7.45069519793404
"117",2013-06-30 17:00:00,27,33.47,33.3428016813222,33.0335626838232,33.6496249689722
"118",2013-06-30 17:00:00,28,-11.72,-11.9177808929322,-12.2970722541023,-11.5392008353199
"119",2013-06-30 17:00:00,29,19.67,19.2168827384414,18.6247652052919,19.8579199251703
"120",2013-06-30 17:00:00,30,16.29,15.9674297591766,15.4134301792697,16.5521550139343
"121",2013-09-30 17:00:00,1,-28.66,-28.6373350522668,-28.7233931077101,-28.5443559170673
"122",2013-09-30 17:00:00,2,17.75,17.2393232944156,16.7640241110999,17.6872882226327
"123",2013-09-30 17:00:00,3,31.96,31.3940694433455,30.8683781587286,31.9394238747286
"124",2013-09-30 17:00:00,4,15.43,15.7315096433201,15.3267571978458,16.1057904881554
"125",2013-09-30 17:00:00,5,-19.59,-19.4646779688069,-19.788821244532,-19.1634104531882
"126",2013-09-30 17:00:00,6,-10.9,-10.5901070926831,-11.0436785526174,-10.1810582714472
"127",2013-09-30 17:00:00,7,33.27,33.2699999999907,33.2699999987282,33.2700000011401
"128",2013-09-30 17:00:00,8,5.78,5.83194944291806,5.66193618709863,5.9997678305947
"129",2013-09-30 17:00:00,9,4.42,4.2286664554263,3.71689626119411,4.73118694224906
"130",2013-09-30 17:00:00,10,3.54,3.30563995567375,2.72987229810182,3.92259482126378
"131",2013-09-30 17:00:00,11,-12.65,-12.64082389342,-12.6998767103142,-12.5826911774244
"132",2013-09-30 17:00:00,12,-27.67,-27.67025382738,-27.7836309282095,-27.5525278038644
"133",2013-09-30 17:00:00,13,-16.58,-16.5761730181882,-16.6842101745593,-16.46804999617
"134",2013-09-30 17:00:00,14,-11.56,-11.5595207957163,-11.5985110007659,-11.5161595588856
"135",2013-09-30 17:00:00,15,-20.73,-20.712109027138,-20.8377467553763,-20.5819514325514
"136",2013-09-30 17:00:00,16,-17.57,-17.5677316957245,-17.6577679728207,-17.4792819596665
"137",2013-09-30 17:00:00,17,-13.99,-14.0547636667672,-14.2567208606389,-13.8588829553591
"138",2013-09-30 17:00:00,18,-7.75,-7.96139417634334,-8.40309554203703,-7.55478655660067
"139",2013-09-30 17:00:00,19,22.09,21.9633568241766,21.5160024912224,22.3947437489848
"140",2013-09-30 17:00:00,20,-9.18,-9.45190163265941,-9.71003573671522,-9.1433770481936
"141",2013-09-30 17:00:00,21,-9.71,-9.74141070905492,-9.81463623069086,-9.6672042541347
"142",2013-09-30 17:00:00,22,-23.08,-23.079999999999,-23.0800000006279,-23.0799999993492
"143",2013-09-30 17:00:00,23,-24.02,-24.0282660850942,-24.1459923483861,-23.9011595976076
"144",2013-09-30 17:00:00,24,15.17,15.1168911706897,14.6149949212377,15.6095015587537
"145",2013-09-30 17:00:00,25,-25.03,-25.0066234291099,-25.1040007820422,-24.9152612602082
"146",2013-09-30 17:00:00,26,7.18,7.11946767358821,6.59684386714293,7.6652216597098
"147",2013-09-30 17:00:00,27,33.24,33.2945582010871,32.9633498451338,33.5956012826744
"148",2013-09-30 17:00:00,28,-11.6,-11.7266521455247,-12.0831556530716,-11.3680621520822
"149",2013-09-30 17:00:00,29,19.66,19.3666218801164,18.7220861856292,19.9515529365005
"150",2013-09-30 17:00:00,30,16.45,16.0535144373768,15.4659011335949,16.6076463157125
"151",2013-12-31 17:00:00,1,-28.6,-28.5602264490445,-28.650994086583,-28.4694521617849
"152",2013-12-31 17:00:00,2,17.62,17.0557979123429,16.5991249657964,17.5008198839934
"153",2013-12-31 17:00:00,3,31.89,31.1435338253304,30.5987995095767,31.6482368233587
"154",2013-12-31 17:00:00,4,15.19,15.5779297737771,15.1638552610998,15.9942887463809
"155",2013-12-31 17:00:00,5,-19.53,-19.4655653942801,-19.7962068218897,-19.1408019614348
"156",2013-12-31 17:00:00,6,-10.93,-10.6296549749462,-11.1033882991584,-10.1787717251756
"157",2013-12-31 17:00:00,7,33.34,33.3399999999957,33.3399999987505,33.3400000011339
"158",2013-12-31 17:00:00,8,5.51,5.70596544305468,5.53369270039883,5.86492220585881
"159",2013-12-31 17:00:00,9,4.35,4.18419459566347,3.67405709811522,4.73736619784443
"160",2013-12-31 17:00:00,10,3.65,3.31182540630246,2.731760544129,3.94931916803669
"161",2013-12-31 17:00:00,11,-12.51,-12.5220752605063,-12.5778700965331,-12.4553784991035
"162",2013-12-31 17:00:00,12,-27.53,-27.5610302104001,-27.6637680602945,-27.4536413107769
"163",2013-12-31 17:00:00,13,-16.48,-16.492681056898,-16.5911596034731,-16.3841899977935
"164",2013-12-31 17:00:00,14,-11.52,-11.5460692904278,-11.5824801624157,-11.5046638636874
"165",2013-12-31 17:00:00,15,-20.55,-20.6718936733518,-20.7996149982989,-20.5467600331296
"166",2013-12-31 17:00:00,16,-17.39,-17.492704595895,-17.5864969794364,-17.4082578123797
"167",2013-12-31 17:00:00,17,-13.89,-13.9690236760102,-14.155271370179,-13.7748337330759
"168",2013-12-31 17:00:00,18,-7.69,-7.91788203564686,-8.36240511837849,-7.51579576633998
"169",2013-12-31 17:00:00,19,21.99,21.9390210865833,21.4613653303697,22.3511677480406
"170",2013-12-31 17:00:00,20,-9.2,-9.45197734393748,-9.73146875308974,-9.17471438958391
"171",2013-12-31 17:00:00,21,-9.65,-9.65086919768038,-9.72029478242305,-9.57765549555522
"172",2013-12-31 17:00:00,22,-22.97,-22.97,-22.9700000006363,-22.9699999993143
"173",2013-12-31 17:00:00,23,-23.94,-23.9891834131296,-24.1053571601709,-23.8744001561121
"174",2013-12-31 17:00:00,24,15,14.9061865481433,14.4079020686822,15.4266256944217
"175",2013-12-31 17:00:00,25,-24.93,-24.9428410665398,-25.0387387724796,-24.8465009146856
"176",2013-12-31 17:00:00,26,7.15,7.04327159223272,6.55708818716859,7.59537222940411
"177",2013-12-31 17:00:00,27,33.17,33.1027730477812,32.7892996650355,33.4000477915843
"178",2013-12-31 17:00:00,28,-11.57,-11.7316421411879,-12.0757386791824,-11.3649699432756
"179",2013-12-31 17:00:00,29,19.5,19.2114870186233,18.6067934019473,19.8286823829116
"180",2013-12-31 17:00:00,30,16.37,15.9179644948419,15.3313444757637,16.5108393916874
"181",2014-03-31 17:00:00,1,-28.49,-28.55542267628,-28.6477057447474,-28.4576383560558
"182",2014-03-31 17:00:00,2,17.44,16.9848218532818,16.5375785041309,17.4238503397381
"183",2014-03-31 17:00:00,3,31.91,31.3166547435363,30.7869181991025,31.832678350831
"184",2014-03-31 17:00:00,4,15.13,15.5091856509441,15.0969322641932,15.8901892199415
"185",2014-03-31 17:00:00,5,-19.48,-19.5848357366376,-19.892750472607,-19.2835468116213
"186",2014-03-31 17:00:00,6,-11.03,-10.7696323796049,-11.2330544316797,-10.295063363168
"187",2014-03-31 17:00:00,7,33.22,33.2200000000001,33.2199999989159,33.2200000011968
"188",2014-03-31 17:00:00,8,5.58,5.55959829761119,5.37826672658962,5.72358335203879
"189",2014-03-31 17:00:00,9,4.45,4.09048774888172,3.56974294481783,4.57466118891501
"190",2014-03-31 17:00:00,10,3.69,3.25502576409633,2.63322485157271,3.8909885024501
"191",2014-03-31 17:00:00,11,-12.43,-12.5549645830215,-12.6132759347043,-12.4961040025504
"192",2014-03-31 17:00:00,12,-27.41,-27.5035716150765,-27.6158037097565,-27.3921760612548
"193",2014-03-31 17:00:00,13,-16.42,-16.6062509474064,-16.7093562861093,-16.4973296298484
"194",2014-03-31 17:00:00,14,-11.74,-11.7676431441031,-11.8109143490516,-11.7269151842975
"195",2014-03-31 17:00:00,15,-20.54,-20.6840904879387,-20.8069212769147,-20.5559411755062
"196",2014-03-31 17:00:00,16,-17.39,-17.479549000541,-17.5648159882883,-17.3942126575568
"197",2014-03-31 17:00:00,17,-13.77,-13.8962751071392,-14.0897901216257,-13.6951428046763
"198",2014-03-31 17:00:00,18,-7.68,-7.97134416519798,-8.40519063575579,-7.56074888905909
"199",2014-03-31 17:00:00,19,21.85,22.1245410496944,21.6956934514345,22.5575166372613
"200",2014-03-31 17:00:00,20,-9.22,-9.43955112180932,-9.71616357678461,-9.16783224496903
"201",2014-03-31 17:00:00,21,-9.59,-9.67029729692521,-9.7419251623962,-9.60340047564204
"202",2014-03-31 17:00:00,22,-22.9,-22.9000000000002,-22.9000000006475,-22.8999999994238
"203",2014-03-31 17:00:00,23,-23.87,-23.9849097398874,-24.1124820415814,-23.8584432413114
"204",2014-03-31 17:00:00,24,14.87,14.822927291218,14.2676985397744,15.3236332416151
"205",2014-03-31 17:00:00,25,-24.84,-24.9204587361355,-25.0078978272964,-24.8285433518259
"206",2014-03-31 17:00:00,26,7.08,6.97267130184426,6.44516260965004,7.47479468856875
"207",2014-03-31 17:00:00,27,32.96,33.2075252020932,32.8858688273668,33.5110292600179
"208",2014-03-31 17:00:00,28,-11.53,-11.7051922817847,-12.0556583591841,-11.3379760350578
"209",2014-03-31 17:00:00,29,19.37,19.1620274920343,18.5092773941728,19.8015024261625
"210",2014-03-31 17:00:00,30,16.11,15.7534239938298,15.1788491237181,16.3123090175703
"211",2014-06-30 17:00:00,1,-28.62,-28.6139684329848,-28.7085412236994,-28.5166975698558
"212",2014-06-30 17:00:00,2,15.99,16.5434217229074,16.1007827266667,16.9721472855107
"213",2014-06-30 17:00:00,3,29.22,30.1860343446766,29.6760296962702,30.7196782597476
"214",2014-06-30 17:00:00,4,15.39,15.4593644628941,15.0686285337421,15.8631953850898
"215",2014-06-30 17:00:00,5,-19.53,-19.6631588588096,-19.9791808549687,-19.3439489369043
"216",2014-06-30 17:00:00,6,-10.87,-10.8892662647889,-11.3657625720384,-10.4135895911139
"217",2014-06-30 17:00:00,7,33.43,33.4299999999917,33.4299999988164,33.430000001078
"218",2014-06-30 17:00:00,8,5.49,5.37079642798276,5.20568719884879,5.53893749732566
"219",2014-06-30 17:00:00,9,4,4.1843586153315,3.63232194425234,4.68995634935769
"220",2014-06-30 17:00:00,10,3.11,3.37537529441605,2.76364502713064,4.01509370677117
"221",2014-06-30 17:00:00,11,-12.79,-12.7144263381814,-12.7729619983069,-12.6516450714192
"222",2014-06-30 17:00:00,12,-27.44,-27.4635039180492,-27.5750888446363,-27.3589329633538
"223",2014-06-30 17:00:00,13,-16.78,-16.7693358226238,-16.8744300037249,-16.6568209545739
"224",2014-06-30 17:00:00,14,-12,-11.9524873315398,-11.9943508187141,-11.9136387315996
"225",2014-06-30 17:00:00,15,-20.58,-20.6141140113075,-20.7325044160517,-20.4910640293052
"226",2014-06-30 17:00:00,16,-17.45,-17.4884376276814,-17.58100426272,-17.4053400247942
"227",2014-06-30 17:00:00,17,-13.66,-13.7970597856423,-13.997486951026,-13.595983478285
"228",2014-06-30 17:00:00,18,-7.71,-7.78860510958819,-8.2498890284747,-7.3349734290548
"229",2014-06-30 17:00:00,19,21.42,21.5031252343214,21.0649687891817,21.9389492305001
"230",2014-06-30 17:00:00,20,-9.31,-9.36225568258908,-9.62271087795917,-9.07539598585889
"231",2014-06-30 17:00:00,21,-9.59,-9.6527737081013,-9.72242799825405,-9.57818338252395
"232",2014-06-30 17:00:00,22,-22.97,-22.9699999999993,-22.9700000005964,-22.9699999993616
"233",2014-06-30 17:00:00,23,-23.88,-23.9304030543148,-24.0521291306509,-23.808401496037
"234",2014-06-30 17:00:00,24,14.64,14.6502742213137,14.1370637997382,15.1826449425701
"235",2014-06-30 17:00:00,25,-24.82,-24.9091216897266,-25.0015420612885,-24.8127602404172
"236",2014-06-30 17:00:00,26,6.7,6.7329035514903,6.23731205998411,7.23550703956255
"237",2014-06-30 17:00:00,27,32.44,32.5509365664218,32.2574965370464,32.8753705040811
"238",2014-06-30 17:00:00,28,-11.53,-11.5681596100672,-11.9248859445479,-11.2092307586688
"239",2014-06-30 17:00:00,29,17.93,18.4167440649789,17.8155091977101,19.0162365261864
"240",2014-06-30 17:00:00,30,15.28,15.3733596109019,14.777346537128,15.9499958051531
"241",2014-09-30 17:00:00,1,-28.69,-28.6823265125448,-28.7712820623895,-28.5964436424576
"242",2014-09-30 17:00:00,2,15.92,16.3611837833644,15.938983138961,16.8584505200931
"243",2014-09-30 17:00:00,3,29.14,29.9659055481295,29.4320754912664,30.500726026082
"244",2014-09-30 17:00:00,4,15.45,15.4036651082861,15.0086631638568,15.8099142352891
"245",2014-09-30 17:00:00,5,-19.68,-19.9092718383014,-20.2159079042287,-19.5991242774622
"246",2014-09-30 17:00:00,6,-10.61,-10.6309396019718,-11.0955110989797,-10.1806893063807
"247",2014-09-30 17:00:00,7,33.53,33.5300000000028,33.5299999988362,33.5300000010603
"248",2014-09-30 17:00:00,8,5.22,5.07280708079759,4.90429155189295,5.24236777627339
"249",2014-09-30 17:00:00,9,4.12,4.3551722578172,3.83452675245073,4.84610532821619
"250",2014-09-30 17:00:00,10,3.12,3.38613013369408,2.77125795966776,4.06657890515676
"251",2014-09-30 17:00:00,11,-12.88,-12.8272909257673,-12.8862180912448,-12.7632166846463
"252",2014-09-30 17:00:00,12,-27.56,-27.4023842336642,-27.5201313720397,-27.2922336768579
"253",2014-09-30 17:00:00,13,-16.99,-16.8343457790831,-16.935656405811,-16.723025238593
"254",2014-09-30 17:00:00,14,-12.06,-12.0623767809168,-12.1042272968018,-12.0218266271872
"255",2014-09-30 17:00:00,15,-20.69,-20.5251927479423,-20.6522590406877,-20.3941785338566
"256",2014-09-30 17:00:00,16,-17.7,-17.5715888754422,-17.6550465165716,-17.4850724972047
"257",2014-09-30 17:00:00,17,-13.88,-13.7202996260717,-13.8955615615682,-13.5342111954014
"258",2014-09-30 17:00:00,18,-7.95,-7.71501708971272,-8.14440568757359,-7.27285390006835
"259",2014-09-30 17:00:00,19,21.34,21.3767060601717,20.934475248377,21.7935171996024
"260",2014-09-30 17:00:00,20,-9.6,-9.31001361216021,-9.58669269022772,-9.03630453368462
"261",2014-09-30 17:00:00,21,-9.73,-9.65247952939277,-9.72854777948321,-9.58383186725732
"262",2014-09-30 17:00:00,22,-23.12,-23.1200000000037,-23.120000000641,-23.1199999993724
"263",2014-09-30 17:00:00,23,-24.18,-24.0143206005159,-24.1351310218914,-23.8959472867816
"264",2014-09-30 17:00:00,24,14.48,14.7577965579296,14.2625866666129,15.2399086614267
"265",2014-09-30 17:00:00,25,-25.12,-24.9920506450805,-25.0917398368492,-24.9038383758145
"266",2014-09-30 17:00:00,26,6.47,6.8065940339374,6.32030376374867,7.29856938408676
"267",2014-09-30 17:00:00,27,32.33,32.3289730419527,31.9961833649843,32.6512050852179
"268",2014-09-30 17:00:00,28,-11.67,-11.4327625507776,-11.7749409165481,-11.1206265673869
"269",2014-09-30 17:00:00,29,17.91,18.395464950072,17.763020712485,19.0037100722851
"270",2014-09-30 17:00:00,30,15.06,15.3767310987909,14.8150535541608,15.9403640688805
"271",2014-12-31 17:00:00,1,-28.81,-28.7716602229698,-28.8656516298291,-28.6823472113845
"272",2014-12-31 17:00:00,2,15.68,16.1382590575998,15.7068253666649,16.5867369753832
"273",2014-12-31 17:00:00,3,29.18,29.6539064311072,29.1292428594232,30.1698222666352
"274",2014-12-31 17:00:00,4,15.5,15.2191390728319,14.8245750406024,15.6289551405023
"275",2014-12-31 17:00:00,5,-19.8,-19.9411102595977,-20.2639158136703,-19.609494781747
"276",2014-12-31 17:00:00,6,-10.71,-10.6600210604028,-11.076840134895,-10.2016284625752
"277",2014-12-31 17:00:00,7,33.69,33.690000000002,33.689999998827,33.6900000011265
"278",2014-12-31 17:00:00,8,4.93,4.80276907091889,4.63807166164084,4.97539682415616
"279",2014-12-31 17:00:00,9,4.09,4.33323641377772,3.76242938061957,4.83698413522768
"280",2014-12-31 17:00:00,10,3.1,3.37893908383543,2.69745971288921,3.99570333306411
"281",2014-12-31 17:00:00,11,-12.94,-12.9111394252337,-12.9753863385469,-12.8513645349496
"282",2014-12-31 17:00:00,12,-27.64,-27.5560389167862,-27.6648980980956,-27.4492867586664
"283",2014-12-31 17:00:00,13,-17.14,-17.0180490604034,-17.123884779301,-16.9020787142762
"284",2014-12-31 17:00:00,14,-12.22,-12.2014122751455,-12.2417604351599,-12.162733750209
"285",2014-12-31 17:00:00,15,-20.77,-20.615168182062,-20.7446532488428,-20.486066368456
"286",2014-12-31 17:00:00,16,-17.79,-17.7148515692119,-17.802293763582,-17.6250088479739
"287",2014-12-31 17:00:00,17,-13.91,-13.8415682315251,-14.0253124926989,-13.6360350812905
"288",2014-12-31 17:00:00,18,-7.94,-7.81830510547773,-8.27073357087542,-7.39377233539042
"289",2014-12-31 17:00:00,19,21.22,21.1670267232668,20.7323701791709,21.5855180965187
"290",2014-12-31 17:00:00,20,-9.62,-9.41539176734365,-9.70161653732423,-9.14374750783884
