year,district,demcount,grncount,lbtcount,gopcount,othcount,totcount,delta.prod,prod,delta.pror,pror
2011,6,29185,169,986,48294,38173,116807,-0.309,24.986,-0.213,41.345
2011,7,26604,124,787,49529,36548,113592,-0.319,23.421,-0.127,43.603
2011,8,28635,128,738,57575,39911,126987,-0.209,22.550,-0.238,45.339
2011,9,30322,89,589,43007,31463,105470,-0.266,28.749,-0.209,40.777
2011,10,24988,121,820,26613,25792,78334,-0.252,31.899,-0.320,33.974
2011,11,32355,156,905,45599,28269,107284,-0.196,30.158,-0.232,42.503
2011,12,48521,184,1325,55203,55497,160730,-0.246,30.188,-0.296,34.345
2011,13,25747,44,1145,10274,21676,58886,-0.402,43.723,-0.366,17.447
2011,14,18217,71,719,7340,15138,41485,-0.451,43.912,-0.349,17.693
2011,15,25818,202,909,13964,20323,61216,-0.339,42.175,-0.259,22.811
2011,16,41634,115,932,12858,30215,85754,-0.474,48.551,-0.166,14.994
2011,17,29335,317,1135,25752,29875,86414,-0.312,33.947,-0.424,29.801
2011,18,18384,134,603,26789,22499,68409,-0.389,26.874,-0.391,39.160
2011,19,25933,132,687,50737,34371,111860,-0.141,23.183,-0.358,45.358
2011,20,30512,174,828,40063,33492,105069,-0.234,29.040,-0.331,38.130
2011,21,36691,183,1008,58357,47272,143511,-0.289,25.567,-0.292,40.664
2011,22,37587,158,1107,73602,53982,166436,-0.283,22.583,-0.182,44.222
2011,23,51213,176,989,45729,54064,152171,-0.366,33.655,-0.136,30.051
2011,24,29197,59,368,25208,26450,81282,-0.302,35.921,-0.065,31.013
2011,25,38802,179,637,31548,31534,102700,-0.305,37.782,0.079,30.719
2011,26,36495,196,708,46645,33407,117451,-0.154,31.073,0.097,39.714
2011,27,40700,294,797,16199,25273,83263,-0.069,48.881,0.027,19.455
2011,28,36295,419,841,21934,23880,83369,-0.149,43.535,0.014,26.310
2011,29,31476,141,642,15224,21850,69333,-0.107,45.398,0.080,21.958
2011,30,40358,191,882,58434,42323,142188,-0.167,28.384,-0.062,41.096
2010.75,1,30755,304,932,53653,39435,125079,-0.729,24.588,0.172,42.895
2010.75,2,56160,219,884,14584,26910,98757,-0.352,56.867,-0.040,14.768
2010.75,3,30197,128,610,50106,43626,124667,-0.750,24.222,0.042,40.192
2010.75,4,39193,123,808,75805,49940,165869,-0.677,23.629,0.153,45.702
2010.75,5,36292,69,472,39434,22590,98857,-1.084,36.712,0.552,39.890
2010.75,6,28921,158,932,47516,36810,114337,-0.719,25.295,0.083,41.558
2010.75,7,26532,114,758,48873,35485,111762,-0.504,23.740,-0.017,43.730
2010.75,8,28284,124,699,56644,38529,124280,-0.529,22.758,-0.131,45.578
2010.75,9,30249,83,584,42728,30608,104252,-0.783,29.015,0.070,40.985
2010.75,10,24807,115,795,26460,24979,77156,-0.652,32.152,-0.184,34.294
2010.75,11,32118,145,896,45218,27432,105809,-0.610,30.355,-0.223,42.735
2010.75,12,47597,166,1301,54177,53153,156394,-0.811,30.434,0.034,34.641
2010.75,13,25103,38,1139,10134,20476,56890,-0.680,44.126,-0.503,17.813
2010.75,14,17819,72,723,7247,14305,40166,-0.970,44.363,-0.578,18.043
2010.75,15,25294,185,911,13726,19380,59496,-0.475,42.514,-0.529,23.070
2010.75,16,40842,107,923,12630,28808,83310,-0.762,49.024,-0.229,15.160
2010.75,17,28649,283,1084,25275,28333,83624,-0.786,34.259,-0.378,30.225
2010.75,18,18345,131,585,26614,21616,67291,-0.591,27.262,-0.383,39.551
2010.75,19,25743,119,663,50455,33387,110367,-0.591,23.325,0.029,45.716
2010.75,20,30121,158,804,39574,32237,102894,-0.590,29.274,-0.177,38.461
2010.75,21,36310,182,973,57516,45455,140436,-0.674,25.855,-0.164,40.955
2010.75,22,37499,156,1071,72819,52444,163989,-0.638,22.867,-0.050,44.405
2010.75,23,51122,163,960,45361,52660,150266,-0.777,34.021,0.128,30.187
2010.75,24,28956,53,360,24843,25726,79938,-0.236,36.223,-0.028,31.078
2010.75,25,39194,180,630,31531,31373,102908,-0.904,38.086,0.214,30.640
2010.75,26,36863,195,703,46768,33521,118050,-0.649,31.227,-0.030,39.617
2010.75,27,41018,294,805,16280,25399,83796,-0.698,48.950,-0.407,19.428
2010.75,28,36545,425,856,21998,23833,83657,-0.813,43.684,-0.233,26.295
2010.75,29,31797,141,643,15287,22008,69876,-0.504,45.505,-0.367,21.877
2010.75,30,40612,190,878,58546,42019,142245,-0.587,28.551,-0.156,41.159
2010.5,1,31501,299,916,53157,38549,124422,-0.453,25.318,-0.159,42.723
2010.5,2,55768,216,931,14432,26117,97464,-0.589,57.219,-0.075,14.808
2010.5,3,30305,117,580,48724,41630,121356,-0.467,24.972,-0.143,40.150
2010.5,4,39939,121,809,74845,48606,164320,-0.337,24.306,-0.092,45.548
2010.5,5,37739,71,468,39279,22294,99851,-0.672,37.795,0.123,39.338
2010.5,6,29055,143,930,46324,35239,111691,-0.358,26.014,0.101,41.475
2010.5,7,26824,101,719,48403,34596,110643,-0.236,24.244,-0.201,43.747
2010.5,8,28406,115,669,55756,37034,121980,-0.339,23.287,0.390,45.709
2010.5,9,31083,80,583,42680,29887,104313,-0.431,29.798,-0.032,40.915
2010.5,10,25078,104,823,26358,24085,76448,-0.391,32.804,-0.212,34.478
2010.5,11,32371,127,872,44909,26262,104541,-0.314,30.965,0.076,42.958
2010.5,12,47289,140,1289,52377,50252,151347,-0.468,31.245,0.052,34.607
2010.5,13,24416,32,1207,9981,18857,54493,-0.221,44.806,-0.236,18.316
2010.5,14,17420,66,741,7155,13044,38426,-0.338,45.334,0.023,18.620
2010.5,15,24693,172,914,13556,18106,57441,-0.350,42.988,0.280,23.600
2010.5,16,40131,99,942,12405,27030,80607,-0.279,49.786,-0.025,15.389
2010.5,17,28388,251,1088,24789,26488,81004,-0.560,35.045,0.466,30.602
2010.5,18,18594,116,568,26659,20821,66758,-0.250,27.853,-0.271,39.934
2010.5,19,26227,108,651,50101,32575,109662,-0.320,23.916,-0.158,45.687
2010.5,20,30071,136,764,38906,30817,100694,-0.362,29.864,0.456,38.638
2010.5,21,36552,166,958,56655,43450,137781,-0.442,26.529,0.160,41.120
2010.5,22,38109,149,1012,72076,50789,162135,-0.383,23.504,-0.205,44.454
2010.5,23,51532,148,943,44515,50953,148091,-0.716,34.798,0.028,30.059
2010.5,24,30090,53,406,25672,26310,82531,-0.420,36.459,-0.162,31.106
2010.5,25,39242,170,628,30622,29982,100644,-0.480,38.991,-0.087,30.426
2010.5,26,36880,171,701,45872,32077,115701,-0.257,31.875,-0.234,39.647
2010.5,27,39916,289,788,15947,23459,80399,-0.272,49.647,-0.141,19.835
2010.5,28,36371,400,869,21684,22414,81738,-0.431,44.497,-0.203,26.529
2010.5,29,30847,131,673,14914,20481,67046,-0.398,46.009,-0.014,22.244
2010.5,30,40828,175,886,57890,40341,140120,-0.298,29.138,-0.145,41.315
2010.25,1,31596,,908,52574,37524,122602,-0.294,25.771,0.032,42.882
2010.25,2,56691,,935,14595,25847,98068,-0.179,57.808,-0.072,14.883
2010.25,3,30354,,561,48077,40327,119319,-0.246,25.439,-0.075,40.293
2010.25,4,40714,,818,75407,48280,165219,-0.218,24.642,-0.158,45.641
2010.25,5,38839,,464,39593,22069,100965,-0.456,38.468,-0.013,39.215
2010.25,6,30402,,948,47697,36236,115283,-0.188,26.372,-0.251,41.374
2010.25,7,26816,,695,48141,33890,109542,-0.145,24.480,-0.138,43.948
2010.25,8,29845,,702,57248,38526,126321,-0.233,23.626,-0.094,45.319
2010.25,9,31310,,567,42412,29287,103576,-0.246,30.229,-0.164,40.948
2010.25,10,25065,,813,26194,23437,75509,-0.391,33.195,-0.152,34.690
2010.25,11,33058,,870,45321,26438,105687,-0.209,31.279,-0.163,42.882
2010.25,12,48650,,1354,53010,50391,153405,-0.327,31.713,-0.128,34.556
2010.25,13,25909,,1310,10675,19647,57541,-0.286,45.027,-0.190,18.552
2010.25,14,18382,,819,7485,13562,40248,-0.423,45.672,-0.296,18.597
2010.25,15,26306,,939,14155,19299,60699,-0.338,43.338,-0.147,23.320
2010.25,16,42407,,1019,13057,28221,84704,-0.429,50.065,-0.264,15.415
2010.25,17,31110,,1191,26331,28742,87374,-0.332,35.606,-0.216,30.136
2010.25,18,18512,,569,26484,20307,65872,-0.333,28.103,-0.191,40.205
2010.25,19,26210,,623,49577,31732,108142,-0.195,24.237,-0.229,45.844
2010.25,20,32344,,835,40858,32971,107008,-0.178,30.226,-0.246,38.182
2010.25,21,38414,,965,58337,44710,142426,-0.248,26.971,-0.122,40.960
2010.25,22,37948,,964,70945,49002,158859,-0.153,23.888,-0.298,44.659
2010.25,23,52105,,926,44061,49625,146717,-0.342,35.514,-0.177,30.031
2010.25,24,29939,,409,25384,25450,81182,0.010,36.879,-0.269,31.268
2010.25,25,39178,,609,30287,29184,99258,-0.234,39.471,-0.069,30.513
2010.25,26,36283,,681,45033,30920,112917,-0.205,32.132,0.020,39.882
2010.25,27,39207,,802,15689,22843,78541,-0.020,49.919,0.002,19.976
2010.25,28,35910,,851,21366,21801,79928,-0.079,44.928,0.107,26.732
2010.25,29,30790,,668,14768,20122,66348,-0.174,46.407,-0.050,22.258
2010.25,30,40464,,857,56992,39152,137465,-0.146,29.436,-0.148,41.459
2010,1,31989,,908,52587,37241,122725,-0.158,26.066,-0.082,42.849
2010,2,56647,,939,14609,25494,97689,-0.054,57.987,-0.140,14.955
2010,3,30488,,549,47917,39746,118700,-0.207,25.685,-0.174,40.368
2010,4,41137,,816,75783,47733,165469,-0.164,24.861,-0.154,45.799
2010,5,39413,,443,39720,21680,101256,-0.242,38.924,-0.073,39.227
2010,6,30461,,950,47739,35538,114688,-0.074,26.560,-0.159,41.625
2010,7,27035,,686,48399,33665,109785,-0.158,24.625,-0.164,44.085
2010,8,30392,,703,57847,38437,127379,-0.179,23.860,-0.105,45.413
2010,9,31577,,559,42598,28881,103615,-0.127,30.475,-0.146,41.112
2010,10,25467,,823,26420,23118,75828,-0.272,33.585,-0.189,34.842
2010,11,33436,,863,45709,26179,106187,-0.137,31.488,-0.162,43.046
2010,12,49754,,1385,53859,50288,155286,-0.240,32.040,-0.129,34.684
2010,13,26087,,1346,10790,19348,57571,-0.400,45.313,-0.186,18.742
2010,14,18581,,839,7616,13274,40310,-0.445,46.095,-0.153,18.894
2010,15,26760,,969,14378,19162,61269,-0.271,43.676,-0.216,23.467
2010,16,42726,,1040,13267,27583,84616,-0.362,50.494,-0.112,15.679
2010,17,31721,,1196,26791,28559,88267,-0.166,35.938,-0.179,30.352
2010,18,18781,,574,26680,20011,66046,-0.115,28.436,-0.193,40.396
2010,19,26450,,625,49879,31307,108261,-0.158,24.432,-0.185,46.073
2010,20,32432,,833,40992,32414,106671,-0.105,30.404,-0.164,38.428
2010,21,38580,,957,58229,43974,141740,-0.166,27.219,-0.232,41.082
2010,22,37868,,945,70814,47887,157514,-0.144,24.041,-0.247,44.957
2010,23,51932,,899,43752,48252,144835,-0.384,35.856,-0.132,30.208
2010,24,29583,,402,25305,24949,80239,-0.261,36.869,-0.256,31.537
2010,25,39463,,608,30396,28923,99390,-0.229,39.705,-0.136,30.583
2010,26,36857,,684,45432,31003,113976,-0.171,32.338,0.007,39.861
2010,27,40109,,861,16042,23303,80315,-0.178,49.940,-0.030,19.974
2010,28,36922,,887,21842,22385,82036,-0.181,45.007,0.003,26.625
2010,29,30893,,679,14795,19954,66321,-0.186,46.581,0.095,22.308
2010,30,40854,,858,57462,38931,138105,-0.169,29.582,-0.171,41.607
2009.75,1,32391,300,922,53028,36877,123518,-0.258,26.224,-0.030,42.931
2009.75,2,56962,208,942,14814,25214,98140,0.643,58.042,-0.386,15.095
2009.75,3,30590,105,539,47898,39011,118143,-0.196,25.892,-0.223,40.542
2009.75,4,41435,106,820,76087,47128,165576,-0.190,25.025,-0.298,45.953
2009.75,5,39401,64,410,39537,21189,100601,-0.304,39.166,-0.080,39.301
2009.75,6,30609,137,949,48021,35211,114927,-0.149,26.633,-0.364,41.784
2009.75,7,27267,96,679,48683,33294,110019,-0.109,24.784,-0.298,44.250
2009.75,8,30661,115,692,58058,38022,127548,-0.063,24.039,-0.356,45.519
2009.75,9,31750,74,547,42805,28575,103751,-0.214,30.602,-0.362,41.257
2009.75,10,25729,99,815,26621,22728,75992,-0.313,33.858,-0.334,35.031
2009.75,11,33794,126,850,46172,25918,106860,-0.165,31.625,-0.330,43.208
2009.75,12,50208,123,1342,54147,49720,155540,-0.357,32.280,-0.393,34.812
2009.75,13,26278,32,1234,10881,19060,57485,-0.922,45.713,-0.344,18.928
2009.75,14,18817,56,800,7701,13058,40432,-0.810,46.540,-0.299,19.047
2009.75,15,27189,178,926,14652,18923,61868,-0.435,43.947,-0.337,23.683
2009.75,16,43086,87,1011,13378,27159,84721,-0.674,50.856,-0.210,15.791
2009.75,17,31979,264,1179,27043,28111,88576,-0.130,36.103,-0.447,30.531
2009.75,18,18903,107,565,26873,19759,66207,-0.190,28.551,-0.502,40.589
2009.75,19,26665,107,612,50163,30894,108441,-0.115,24.589,-0.342,46.258
2009.75,20,32721,147,803,41390,32189,107250,-0.155,30.509,-0.335,38.592
2009.75,21,38746,154,932,58454,43203,141489,-0.130,27.384,-0.375,41.313
2009.75,22,38025,132,912,71072,47084,157225,-0.111,24.185,-0.356,45.204
2009.75,23,51960,133,872,43501,46910,143376,-0.521,36.240,-0.308,30.341
2009.75,24,29323,51,393,25108,24099,78974,-0.349,37.130,-0.325,31.793
2009.75,25,39417,162,586,30321,28219,98705,-0.370,39.934,-0.234,30.719
2009.75,26,37477,146,663,45946,31053,115285,-0.195,32.508,-0.358,39.854
2009.75,27,40357,250,764,16108,23045,80524,-0.205,50.118,0.027,20.004
2009.75,28,37435,390,813,22054,22150,82842,-0.059,45.188,0.009,26.622
2009.75,29,31362,131,642,14896,20029,67060,-0.279,46.767,-0.172,22.213
2009.75,30,40878,157,814,57405,38149,137403,-0.085,29.750,-0.286,41.779
2009.5,1,33310,317,951,54040,37168,125786,-0.072,26.481,-0.199,42.962
2009.5,2,58323,244,991,15730,26323,101611,-0.179,57.398,-0.063,15.481
2009.5,3,30645,103,531,47886,38301,117466,-0.168,26.088,-0.242,40.766
2009.5,4,41327,105,768,75806,45897,163903,-0.063,25.214,-0.395,46.251
2009.5,5,39465,61,389,39376,20698,99989,-0.221,39.469,-0.075,39.380
2009.5,6,30476,135,912,47960,34306,113789,-0.113,26.783,-0.423,42.148
2009.5,7,27170,92,650,48623,32613,109148,-0.085,24.893,-0.378,44.548
2009.5,8,30408,113,665,57878,37101,126165,-0.042,24.102,-0.410,45.875
2009.5,9,31711,69,507,42828,27790,102905,-0.200,30.816,-0.366,41.619
2009.5,10,25750,96,687,26650,22174,75357,-0.275,34.171,-0.477,35.365
2009.5,11,33911,120,799,46443,25399,106672,-0.065,31.790,-0.354,43.538
2009.5,12,49875,117,1021,53801,48005,152819,-0.299,32.637,-0.435,35.206
2009.5,13,26298,34,681,10868,18510,56391,-0.718,46.635,-0.356,19.273
2009.5,14,18900,53,479,7722,12762,39916,-0.591,47.349,-0.292,19.346
2009.5,15,27243,173,735,14744,18488,61383,-0.388,44.382,-0.293,24.020
2009.5,16,42927,84,773,13329,26191,83304,-0.534,51.531,-0.196,16.000
2009.5,17,31612,256,1137,27027,27214,87246,-0.184,36.233,-0.401,30.978
2009.5,18,18754,103,549,26813,19033,65252,-0.063,28.741,-0.514,41.091
2009.5,19,26546,104,589,50075,30142,107456,-0.152,24.704,-0.443,46.600
2009.5,20,32605,138,728,41390,31467,106328,-0.080,30.665,-0.353,38.927
2009.5,21,38416,144,875,58206,41982,139623,-0.077,27.514,-0.354,41.688
2009.5,22,37680,126,871,70657,45753,155087,-0.058,24.296,-0.367,45.560
2009.5,23,51513,132,787,42947,44748,140127,-0.325,36.762,-0.234,30.649
2009.5,24,29033,47,395,24880,23110,77465,-0.265,37.479,-0.293,32.118
2009.5,25,39621,158,548,30428,27551,98306,-0.248,40.304,-0.193,30.952
2009.5,26,37425,136,589,46018,30271,114439,-0.093,32.703,-0.045,40.212
2009.5,27,41721,265,641,16562,23718,82907,-0.073,50.323,-0.112,19.977
2009.5,28,39234,410,754,23076,23236,86710,-0.038,45.247,0.001,26.613
2009.5,29,31794,130,563,15128,19965,67580,-0.034,47.046,0.043,22.385
2009.5,30,41357,164,715,58308,38073,138617,-0.149,29.835,-0.110,42.064
2009.25,1,33404,318,963,54297,36819,125801,-0.068,26.553,-0.294,43.161
2009.25,2,57966,243,1000,15649,25817,100675,-0.231,57.577,-0.110,15.544
2009.25,3,30590,96,519,47776,37523,116504,-0.229,26.257,-0.452,41.008
2009.25,4,40951,101,736,75570,44651,162009,-0.139,25.277,-0.440,46.646
2009.25,5,39370,63,383,39137,20241,99194,-0.081,39.690,0.194,39.455
2009.25,6,30217,129,882,47828,33293,112349,-0.160,26.896,-0.475,42.571
2009.25,7,27005,91,638,48572,31810,108116,-0.179,24.978,-0.409,44.926
2009.25,8,30098,109,630,57699,36124,124660,-0.078,24.144,-0.428,46.285
2009.25,9,31635,71,475,42823,26991,101995,-0.187,31.016,-0.431,41.985
2009.25,10,25617,88,623,26656,21386,74370,-0.238,34.445,-0.567,35.842
2009.25,11,33744,118,755,46495,24818,105930,-0.126,31.855,-0.366,43.892
2009.25,12,49379,115,886,53435,46112,149927,-0.257,32.935,-0.459,35.641
2009.25,13,26137,38,460,10834,17727,55196,-0.573,47.353,-0.367,19.628
2009.25,14,18815,51,369,7707,12305,39247,-0.732,47.940,-0.414,19.637
2009.25,15,27163,162,662,14751,17934,60672,-0.425,44.770,-0.427,24.313
2009.25,16,42769,79,676,13305,25317,82146,-0.773,52.065,-0.317,16.197
2009.25,17,31328,261,1103,26994,26339,86025,-0.455,36.417,-0.420,31.379
2009.25,18,18538,97,534,26777,18414,64360,-0.115,28.804,-0.671,41.605
2009.25,19,26382,102,568,49931,29154,106137,-0.123,24.857,-0.548,47.044
2009.25,20,32358,131,706,41341,30712,105248,-0.076,30.745,-0.373,39.280
2009.25,21,37983,140,849,57877,40815,137664,-0.097,27.591,-0.364,42.042
2009.25,22,37296,122,850,70332,44540,153140,-0.117,24.354,-0.380,45.927
2009.25,23,52350,129,775,43593,44309,141156,-0.478,37.087,-0.418,30.883
2009.25,24,28731,48,385,24671,22285,76120,-0.401,37.744,-0.374,32.411
2009.25,25,40162,161,555,30846,27314,99038,-0.355,40.552,-0.082,31.146
2009.25,26,38695,146,587,47497,31061,117986,-0.004,32.796,-0.092,40.256
2009.25,27,42452,269,644,16922,23950,84237,0.158,50.396,-0.085,20.089
2009.25,28,40429,433,763,23758,23894,89277,-0.001,45.285,-0.009,26.612
2009.25,29,32945,139,585,15634,20673,69976,-0.078,47.080,-0.079,22.342
2009.25,30,41631,160,695,58555,37800,138841,-0.053,29.985,-0.158,42.174
2009,1,33787,321,993,55153,36665,126919,-0.162,26.621,-0.411,43.455
2009,2,58061,244,1031,15722,25379,100437,-0.313,57.808,-0.110,15.654
2009,3,30521,92,511,47776,36334,115234,-0.138,26.486,-0.223,41.460
2009,4,40703,97,701,75406,43239,160146,-0.070,25.416,-0.386,47.086
2009,5,40616,66,386,40096,20962,102126,-0.292,39.770,-0.057,39.261
2009,6,29961,126,829,47668,32154,110738,-0.142,27.056,-0.307,43.046
2009,7,26898,92,606,48473,30854,106923,-0.062,25.156,-0.317,45.334
2009,8,29902,106,588,57668,35187,123451,-0.077,24.222,-0.344,46.713
2009,9,31566,70,452,42910,26165,101163,-0.112,31.203,-0.361,42.417
2009,10,25484,82,555,26752,20603,73476,-0.018,34.683,-0.520,36.409
2009,11,33707,116,702,46646,24225,105396,0.057,31.981,-0.351,44.258
2009,12,48854,110,810,53132,44277,147183,-0.069,33.193,-0.368,36.099
2009,13,25881,38,356,10798,16929,54002,-0.076,47.926,-0.330,19.996
2009,14,18730,53,284,7716,11699,38482,-0.252,48.672,-0.203,20.051
2009,15,26979,158,579,14768,17210,59694,-0.145,45.195,-0.387,24.740
2009,16,42529,77,558,13292,24034,80490,-0.432,52.838,-0.141,16.514
2009,17,31287,253,807,26983,25523,84853,-0.013,36.872,-0.596,31.800
2009,18,18425,93,415,26936,17845,63714,0.125,28.918,-0.732,42.276
2009,19,26295,97,506,50098,28270,105266,0.001,24.980,-0.449,47.592
2009,20,32104,131,629,41303,29996,104163,0.140,30.821,-0.507,39.652
2009,21,37655,143,756,57671,39773,135998,-0.031,27.688,-0.390,42.406
2009,22,37027,120,788,70066,43307,151308,0.023,24.471,-0.381,46.307
2009,23,52172,123,732,43473,42386,138886,-0.568,37.565,-0.249,31.301
2009,24,28441,44,375,24444,21256,74560,-0.256,38.145,-0.047,32.784
2009,25,40463,161,546,30888,26856,98914,-0.163,40.907,-0.100,31.227
2009,26,39079,156,569,48071,31266,119141,-0.104,32.801,-0.167,40.348
2009,27,43190,281,627,17343,24530,85971,0.259,50.238,-0.185,20.173
2009,28,41360,449,741,24313,24468,91331,-0.036,45.286,-0.055,26.621
2009,29,33503,140,529,15929,20943,71044,0.007,47.158,-0.104,22.421
2009,30,41946,159,665,59115,37760,139645,-0.104,30.038,-0.207,42.332
2008.75,1,33172,299,981,54332,35073,123857,0.043,26.782,-0.481,43.867
2008.75,2,56263,229,1003,15259,24048,96802,-0.609,58.122,-0.011,15.763
2008.75,3,30125,82,496,47163,35282,113148,-0.189,26.624,-0.307,41.683
2008.75,4,39523,98,679,73619,41160,155079,-0.022,25.486,-0.738,47.472
2008.75,5,40311,62,375,39562,20311,100621,-0.966,40.062,0.255,39.318
2008.75,6,29071,116,798,46338,30563,106886,-0.127,27.198,-1.007,43.353
2008.75,7,26188,88,574,47407,29588,103845,0.147,25.218,-1.071,45.652
2008.75,8,29161,99,569,56474,33709,120012,0.324,24.298,-1.300,47.057
2008.75,9,30934,64,446,42257,25081,98782,0.017,31.315,-0.999,42.778
2008.75,10,24755,74,550,26344,19614,71337,0.225,34.701,-1.296,36.929
2008.75,11,32931,108,677,46015,23421,103152,0.113,31.925,-1.184,44.609
2008.75,12,46756,95,762,51263,41696,140572,0.362,33.261,-0.953,36.467
2008.75,13,24915,33,344,10550,16062,51904,0.138,48.002,-0.830,20.326
2008.75,14,18196,50,279,7533,11134,37192,-0.145,48.924,-1.023,20.254
2008.75,15,26082,154,578,14454,16257,57525,-0.098,45.340,-1.126,25.126
2008.75,16,41119,73,538,12856,22604,77190,0.008,53.270,-0.659,16.655
2008.75,17,30096,245,760,26433,24060,81594,0.441,36.885,-1.729,32.396
2008.75,18,17780,95,413,26558,16904,61750,0.499,28.794,-1.667,43.009
2008.75,19,25660,86,469,49352,27163,102730,0.094,24.978,-0.928,48.040
2008.75,20,31025,123,610,40610,28755,101123,0.654,30.680,-1.643,40.159
2008.75,21,36353,123,720,56126,37827,131149,0.382,27.719,-1.232,42.796
2008.75,22,35675,109,758,68128,41252,145922,0.228,24.448,-0.753,46.688
2008.75,23,50164,112,687,41505,39083,131551,-0.801,38.133,0.040,31.551
2008.75,24,27578,44,384,23578,20231,71815,-0.617,38.401,-0.635,32.832
2008.75,25,39982,161,539,30497,26172,97351,-0.829,41.070,0.093,31.327
2008.75,26,38804,151,560,47778,30634,117927,-0.147,32.905,-0.477,40.515
2008.75,27,43282,285,646,17630,24758,86601,0.148,49.979,-0.333,20.358
2008.75,28,41423,454,765,24381,24375,91398,0.120,45.322,-0.720,26.676
2008.75,29,33379,143,534,15946,20789,70791,0.454,47.151,-0.385,22.525
2008.75,30,41549,154,659,58639,36844,137845,0.028,30.142,-0.608,42.540
2008.5,1,31036,258,969,51473,32332,116068,0.142,26.739,-0.138,44.347
2008.5,2,52259,183,1044,14036,21459,88981,0.081,58.731,-0.123,15.774
2008.5,3,28183,62,470,44135,32259,105109,-0.073,26.813,-0.065,41.990
2008.5,4,36168,63,606,68358,36597,141792,0.271,25.508,-0.282,48.210
2008.5,5,38534,46,358,36688,18295,93921,-0.158,41.028,-0.402,39.063
2008.5,6,26314,74,713,42718,26480,96299,0.336,27.325,-0.472,44.360
2008.5,7,23875,67,510,44493,26282,95227,0.211,25.072,-0.279,46.723
2008.5,8,26536,79,511,53525,30036,110687,0.330,23.974,-0.358,48.357
2008.5,9,28605,43,401,40010,22336,91395,0.344,31.298,-0.415,43.777
2008.5,10,22472,50,492,24915,17251,65180,0.283,34.477,-0.444,38.225
2008.5,11,30756,88,622,44273,20941,96680,0.256,31.812,-0.505,45.793
2008.5,12,40192,55,713,45716,35491,122167,0.485,32.899,-0.431,37.421
2008.5,13,22027,19,326,9736,13912,46020,0.406,47.864,-0.417,21.156
2008.5,14,16556,41,259,7179,9705,33740,0.215,49.069,-0.340,21.277
2008.5,15,23460,118,533,13554,13965,51630,0.509,45.439,-0.606,26.252
2008.5,16,36385,52,524,11828,19524,68313,0.193,53.262,-0.277,17.314
2008.5,17,26571,186,684,24880,20588,72909,0.500,36.444,-0.722,34.125
2008.5,18,15839,74,380,25009,14677,55979,0.640,28.295,-0.827,44.676
2008.5,19,23646,53,422,46532,24372,95025,0.269,24.884,-0.351,48.968
2008.5,20,27577,84,552,38391,25237,91841,0.290,30.027,-0.514,41.802
2008.5,21,31982,100,641,51508,32760,116991,0.555,27.337,-0.390,44.027
2008.5,22,31536,71,653,61770,36174,130204,0.362,24.220,-0.381,47.441
2008.5,23,44920,103,609,36356,33388,115376,0.129,38.934,-0.201,31.511
2008.5,24,27969,33,411,23989,19279,71681,-0.001,39.019,-0.179,33.466
2008.5,25,38283,150,513,28538,23886,91370,0.253,41.899,-0.127,31.233
2008.5,26,36478,126,522,45240,27998,110364,0.448,33.052,0.083,40.992
2008.5,27,39527,265,634,16412,22484,79322,0.572,49.831,0.097,20.690
2008.5,28,38398,436,751,23272,22092,84949,0.333,45.201,0.144,27.395
2008.5,29,30595,133,533,15010,19246,65517,0.549,46.698,0.006,22.910
2008.5,30,38959,132,620,55821,33839,129371,0.199,30.114,-0.127,43.148
2008.25,1,30708,,998,51361,32388,115455,0.282,26.597,-0.034,44.486
2008.25,2,52200,,1110,14149,21544,89003,0.497,58.650,0.138,15.897
2008.25,3,28108,,449,43967,32022,104546,0.303,26.886,0.136,42.055
2008.25,4,34876,,600,67014,35706,138196,0.657,25.237,0.020,48.492
2008.25,5,38411,,350,36805,17695,93261,-0.072,41.187,0.448,39.465
2008.25,6,25328,,697,42072,25747,93844,0.692,26.989,0.253,44.832
2008.25,7,23204,,512,43869,25750,93335,0.700,24.861,0.193,47.002
2008.25,8,25555,,490,52654,29386,108085,0.751,23.643,0.278,48.715
2008.25,9,27785,,386,39668,21923,89762,0.573,30.954,-0.092,44.192
2008.25,10,21661,,483,24496,16708,63348,0.739,34.194,0.145,38.669
2008.25,11,30067,,598,44114,20503,95282,0.654,31.556,0.300,46.298
2008.25,12,37752,,687,44086,33944,116469,0.923,32.414,-0.114,37.852
2008.25,13,21005,,317,9548,13390,44260,1.095,47.458,-0.272,21.573
2008.25,14,15910,,252,7040,9364,32566,0.903,48.855,0.047,21.618
2008.25,15,22500,,529,13450,13599,50078,1.024,44.930,0.291,26.858
2008.25,16,34621,,522,11476,18619,65238,1.044,53.069,-0.132,17.591
2008.25,17,25249,,650,24478,19868,70245,1.189,35.944,0.291,34.847
2008.25,18,14852,,361,24437,14055,53705,0.792,27.655,0.092,45.502
2008.25,19,22948,,409,45979,23892,93228,0.519,24.615,0.169,49.319
2008.25,20,26601,,532,37854,24469,89456,0.911,29.736,0.057,42.316
2008.25,21,30260,,632,50185,31907,112984,0.712,26.783,0.047,44.418
2008.25,22,30128,,629,60388,35132,126277,0.680,23.859,0.038,47.822
2008.25,23,44439,,612,36316,33152,114519,0.679,38.805,0.384,31.712
2008.25,24,27481,,423,23696,18828,70428,0.121,39.020,0.011,33.646
