year,district,demcount,grncount,lbtcount,gopcount,othcount,totcount,delta.prod,prod,delta.pror,pror
2016.75,1,26435,245,1199,69860,46211,143950,-0.049,18.364,0.155,48.531
2016.75,2,41691,187,632,23859,33635,100004,0.849,41.689,-0.345,23.858
2016.75,3,47426,504,785,15832,29436,93983,0.291,50.462,-0.233,16.846
2016.75,4,36036,144,607,20641,33034,90462,1.828,39.836,-0.239,22.817
2016.75,5,22416,153,758,53695,46433,123455,-0.195,18.157,0.536,43.494
2016.75,6,37362,402,1215,48456,43275,130710,-0.016,28.584,-0.951,37.071
2016.75,7,64724,140,667,24824,34283,124638,0.189,51.930,0.186,19.917
2016.75,8,30430,122,689,29170,33453,93864,-0.319,32.419,0.243,31.077
2016.75,9,48519,463,1069,38860,37677,126588,0.289,38.328,-0.655,30.698
2016.75,10,46561,423,1078,39910,37167,125139,0.132,37.207,-0.479,31.893
2016.75,11,36047,222,1049,52970,44981,135269,0.149,26.648,-0.031,39.159
2016.75,12,29587,169,1505,68140,47091,146492,0.234,20.197,-0.413,46.514
2016.75,13,27741,131,944,48208,41698,118722,0.572,23.366,0.057,40.606
2016.75,14,33117,214,951,50573,40377,125232,-0.210,26.445,0.088,40.383
2016.75,15,31899,212,1363,59241,47554,140269,0.152,22.741,-0.112,42.234
2016.75,16,27051,183,1131,51630,48226,128221,0.069,21.097,0.264,40.266
2016.75,17,35555,170,1324,51294,47196,135539,0.487,26.232,-0.396,37.844
2016.75,18,43494,304,1474,49641,46461,141374,0.458,30.765,-0.586,35.113
2016.75,19,36684,111,760,14490,35469,87514,1.661,41.918,-0.315,16.557
2016.75,20,34864,259,1325,43908,43802,124158,0.291,28.080,-0.333,35.365
2016.75,21,34234,194,963,46843,44750,126984,0.055,26.959,0.000,36.889
2016.75,22,31489,155,993,68041,48295,148973,0.058,21.137,0.145,45.673
2016.75,23,34494,161,1238,71833,53285,161011,0.328,21.423,-0.234,44.614
2016.75,24,43682,341,1287,23064,37285,105659,0.730,41.342,-0.524,21.829
2016.75,25,28802,231,1294,59271,42984,132582,0.323,21.724,-0.516,44.705
2016.75,26,33312,335,1313,21654,36515,93129,0.713,35.770,-0.569,23.252
2016.75,27,44390,169,727,12263,34877,92426,1.249,48.028,-0.210,13.268
2016.75,28,39691,264,1420,50882,42241,134498,0.464,29.510,-0.600,37.831
2016.75,29,32560,112,811,14572,31196,79251,1.667,41.085,-0.523,18.387
2016.75,30,31030,174,787,15989,30390,78370,1.219,39.594,-0.559,20.402
2016.5,1,25244,198,1054,66323,44281,137100,0.388,18.413,1.377,48.376
2016.5,2,38311,170,570,22704,32051,93806,1.388,40.841,0.429,24.203
2016.5,3,43413,442,684,14778,27212,86529,1.824,50.172,0.017,17.079
2016.5,4,32015,103,521,19421,32173,84233,1.199,38.008,0.649,23.056
2016.5,5,21546,123,642,50434,44660,117405,-0.194,18.352,2.201,42.957
2016.5,6,34150,313,1001,45400,38540,119404,0.851,28.600,0.365,38.022
2016.5,7,62872,110,630,23976,33926,121514,0.877,51.741,0.538,19.731
2016.5,8,28824,93,579,27147,31400,88043,0.154,32.739,1.418,30.834
2016.5,9,45024,411,943,37110,34873,118361,1.255,38.040,0.132,31.353
2016.5,10,43572,381,921,38044,34605,117523,1.291,37.075,0.421,32.372
2016.5,11,33995,170,915,50275,42931,128286,0.840,26.499,0.884,39.190
2016.5,12,27666,130,1212,65036,44544,138588,1.015,19.963,0.704,46.928
2016.5,13,25513,103,816,45386,40110,111928,0.879,22.794,1.305,40.549
2016.5,14,32073,186,795,48486,38787,120327,0.068,26.655,0.866,40.295
2016.5,15,30364,159,1139,56920,45835,134417,0.750,22.589,0.507,42.346
2016.5,16,25714,149,918,48917,46587,122285,0.578,21.028,1.403,40.002
2016.5,17,33143,131,1071,49228,45160,128733,1.175,25.746,0.411,38.240
2016.5,18,40885,258,1235,48160,44366,134904,1.232,30.307,-0.120,35.699
2016.5,19,33124,73,681,13883,34521,82282,2.566,40.257,-0.135,16.872
2016.5,20,32970,193,1106,42353,42022,118644,0.950,27.789,0.219,35.698
2016.5,21,32969,147,812,45204,43408,122540,0.754,26.905,0.791,36.889
2016.5,22,30267,114,862,65374,46971,143588,0.524,21.079,1.092,45.529
2016.5,23,32777,136,1067,69682,51714,155376,0.802,21.095,0.755,44.847
2016.5,24,39999,285,1081,22015,35110,98490,2.009,40.612,-0.074,22.353
2016.5,25,27344,174,1057,57781,41417,127773,0.802,21.400,0.792,45.222
2016.5,26,30213,245,1031,20529,34164,86182,2.019,35.057,-0.013,23.821
2016.5,27,40284,125,632,11607,33469,86117,2.075,46.778,0.133,13.478
2016.5,28,37371,202,1198,49445,40444,128660,1.002,29.046,-0.076,38.431
2016.5,29,29368,74,763,14089,30211,74505,2.451,39.417,-0.274,18.910
2016.5,30,28040,114,717,15316,28881,73068,2.218,38.375,-0.271,20.961
2016.25,1,24163,181,1034,63002,45672,134052,0.656,18.025,0.783,46.998
2016.25,2,35532,143,542,21412,32434,90063,0.353,39.452,0.345,23.774
2016.25,3,40252,411,659,14205,27729,83256,1.193,48.347,0.041,17.062
2016.25,4,29581,74,492,18008,32210,80365,0.010,36.808,0.188,22.408
2016.25,5,22126,106,660,48623,47787,119302,0.021,18.546,0.760,40.756
2016.25,6,31906,249,965,43298,38561,114979,1.687,27.749,0.819,37.657
2016.25,7,61376,93,628,23160,35412,120669,-0.072,50.863,0.416,19.193
2016.25,8,26721,76,490,24122,30595,82004,0.414,32.585,0.915,29.416
2016.25,9,42117,343,877,35747,35413,114497,1.168,36.784,0.162,31.221
2016.25,10,40859,336,850,36481,35654,114180,0.864,35.785,0.184,31.950
2016.25,11,31375,132,831,46838,43097,122273,0.560,25.660,0.346,38.306
2016.25,12,25135,98,1103,61319,45002,132657,0.687,18.947,0.287,46.224
2016.25,13,23399,72,750,41902,40649,106772,0.156,21.915,0.389,39.244
2016.25,14,31610,144,713,46879,39547,118893,0.207,26.587,0.520,39.430
2016.25,15,28503,117,1083,54604,46203,130510,0.711,21.840,0.397,41.839
2016.25,16,23983,108,843,45268,47074,117276,0.318,20.450,0.669,38.600
2016.25,17,30473,95,991,46918,45548,124025,0.873,24.570,0.258,37.829
2016.25,18,38054,188,1142,46882,44619,130885,1.281,29.074,0.125,35.819
2016.25,19,29574,49,695,13345,34801,78464,0.455,37.691,0.052,17.008
2016.25,20,31114,156,1070,41130,42460,115930,0.758,26.839,0.133,35.478
2016.25,21,31428,94,774,43384,44502,120182,0.420,26.150,0.392,36.099
2016.25,22,28824,80,815,62312,48196,140227,0.380,20.555,0.714,44.437
2016.25,23,31100,109,1015,67573,53456,153253,0.747,20.293,0.633,44.092
2016.25,24,36195,218,1041,21028,35280,93762,1.784,38.603,0.028,22.427
2016.25,25,26279,133,1067,56683,43418,127580,0.769,20.598,0.273,44.429
2016.25,26,27621,203,971,19926,34883,83604,1.825,33.038,-0.168,23.834
2016.25,27,36328,85,615,10845,33391,81264,0.466,44.704,0.158,13.345
2016.25,28,35263,155,1110,48417,40793,125738,1.036,28.045,0.221,38.506
2016.25,29,26284,50,776,13640,30352,71102,0.415,36.967,-0.171,19.184
2016.25,30,25352,84,731,14887,29062,70116,0.647,36.157,0.012,21.232
2016,1,22936,181,1051,61026,46853,132047,-0.071,17.370,0.176,46.215
2016,2,34845,144,563,20880,32686,89118,-0.088,39.100,-0.147,23.430
2016,3,38636,468,687,13946,28199,81936,0.118,47.154,-0.111,17.021
2016,4,29077,79,501,17557,31803,79017,-0.391,36.798,-0.013,22.219
2016,5,22279,108,675,48102,49101,120265,-0.238,18.525,0.238,39.997
2016,6,29820,269,1013,42149,41166,114417,0.155,26.063,0.176,36.838
2016,7,61762,94,642,22768,35990,121256,-0.260,50.935,0.136,18.777
2016,8,27038,79,518,23953,32457,84045,-0.382,32.171,0.061,28.500
2016,9,40073,406,918,34945,36170,112512,0.111,35.617,-0.046,31.059
2016,10,39336,374,883,35783,36267,112643,-0.011,34.921,0.030,31.767
2016,11,30246,135,842,45744,43538,120505,-0.072,25.099,-0.089,37.960
2016,12,23608,99,1104,59391,45087,129289,0.082,18.260,0.672,45.937
2016,13,22790,70,747,40697,40437,104741,-0.198,21.758,0.022,38.855
2016,14,31073,152,722,45832,40011,117790,-0.125,26.380,0.142,38.910
2016,15,27086,118,1103,53126,46760,128193,0.005,21.129,0.007,41.442
2016,16,23413,110,845,44113,47817,116298,-0.076,20.132,0.098,37.931
2016,17,28711,95,983,45521,45850,121160,0.141,23.697,0.486,37.571
2016,18,35614,189,1166,45738,45430,128137,0.287,27.794,0.697,35.695
2016,19,28679,47,701,13059,34533,77019,-0.356,37.236,-0.056,16.956
2016,20,29719,159,1078,40276,42718,113950,-0.026,26.081,0.030,35.345
2016,21,30624,89,796,42497,45012,119018,-0.178,25.731,0.128,35.706
2016,22,27973,74,816,60621,49165,138649,-0.104,20.175,0.209,43.723
2016,23,29743,110,1022,66131,55160,152166,-0.044,19.546,0.008,43.460
2016,24,33498,233,1051,20379,35820,90981,-0.018,36.819,-0.030,22.399
2016,25,25132,136,1091,55966,44419,126744,0.040,19.829,-0.088,44.157
2016,26,25319,215,1008,19470,35106,81118,0.713,31.213,0.432,24.002
2016,27,35163,89,614,10482,33138,79486,-0.122,44.238,-0.057,13.187
2016,28,33384,167,1141,47322,41590,123604,-0.082,27.009,0.077,38.285
2016,29,25457,46,783,13480,29880,69646,-0.365,36.552,0.017,19.355
2016,30,24377,93,743,14567,28867,68647,-0.385,35.511,-0.060,21.220
2015.75,1,22858,187,1053,60339,46612,131061,-0.048,17.441,-0.138,46.039
2015.75,2,35089,135,568,21111,32619,89541,-0.262,39.188,-0.115,23.577
2015.75,3,39147,478,719,14258,28611,83228,0.036,47.036,-0.247,17.131
2015.75,4,29483,80,505,17625,31574,79278,-0.676,37.189,-0.329,22.232
2015.75,5,22191,111,682,47022,48246,118270,-0.197,18.763,-0.040,39.758
2015.75,6,29520,272,1025,41774,41341,113944,0.081,25.907,-0.064,36.662
2015.75,7,61618,95,662,22436,35538,120360,-0.393,51.195,0.057,18.641
2015.75,8,27047,80,509,23629,31818,83086,-0.442,32.553,-0.065,28.439
2015.75,9,40818,426,965,35759,36986,114962,0.109,35.506,-0.301,31.105
2015.75,10,40134,375,913,36463,36994,114892,-0.050,34.932,-0.282,31.737
2015.75,11,30296,140,864,45795,43253,120358,-0.030,25.172,-0.177,38.049
2015.75,12,25016,105,1191,62291,48998,137616,0.030,18.178,-0.310,45.264
2015.75,13,22959,70,769,40606,40148,104566,-0.264,21.956,-0.400,38.833
2015.75,14,31132,162,751,45536,39856,117458,-0.122,26.505,-0.118,38.768
2015.75,15,27575,116,1170,54089,47566,130540,0.012,21.124,-0.266,41.435
2015.75,16,23467,105,867,43935,47732,116130,-0.135,20.208,-0.215,37.833
2015.75,17,29871,98,1076,47028,48704,126810,0.064,23.556,-0.175,37.085
2015.75,18,37587,208,1316,47823,49691,136646,0.082,27.507,-0.204,34.998
2015.75,19,29381,51,718,13296,34704,78157,-0.319,37.592,-0.244,17.012
2015.75,20,30330,169,1148,41028,43481,116175,-0.076,26.107,-0.266,35.316
2015.75,21,30846,88,842,42359,44900,119058,-0.132,25.908,-0.275,35.578
2015.75,22,27962,75,826,59998,49006,137884,-0.138,20.279,-0.155,43.513
2015.75,23,29901,110,1037,66321,55247,152631,-0.056,19.590,-0.226,43.452
2015.75,24,34598,244,1118,21066,36874,93923,0.036,36.837,-0.318,22.429
2015.75,25,24778,138,1087,55400,43786,125214,-0.011,19.789,-0.313,44.244
2015.75,26,27114,232,1214,20954,39365,88900,0.113,30.499,-0.345,23.570
2015.75,27,36532,94,664,10907,34138,82353,-0.319,44.360,-0.107,13.244
2015.75,28,33991,174,1218,47940,42123,125469,0.026,27.091,-0.278,38.209
2015.75,29,26253,48,832,13752,30215,71114,-0.181,36.917,-0.382,19.338
2015.75,30,25228,89,790,14956,29208,70282,-0.136,35.895,-0.322,21.280
2015.5,1,22679,201,1027,59882,45881,129681,-0.098,17.488,-0.171,46.176
2015.5,2,34708,130,569,20844,31715,87981,-0.223,39.449,-0.270,23.691
2015.5,3,38363,483,720,14185,27859,81624,-0.043,47.000,-0.176,17.378
2015.5,4,29453,76,515,17549,30183,77784,-0.317,37.865,-0.244,22.561
2015.5,5,22402,111,685,47023,47916,118155,-0.290,18.960,0.413,39.798
2015.5,6,29360,292,1026,41751,41246,113684,-0.120,25.826,-0.118,36.725
2015.5,7,61510,96,647,22158,34817,119233,-0.290,51.588,0.023,18.584
2015.5,8,27014,81,505,23337,30932,81872,-0.345,32.995,-0.102,28.504
2015.5,9,39950,423,982,35446,36054,112864,-0.134,35.397,-0.117,31.406
2015.5,10,39551,344,895,36201,36058,113061,-0.132,34.982,-0.128,32.019
2015.5,11,29681,146,862,45020,42055,117773,-0.208,25.202,-0.115,38.226
2015.5,12,24354,101,1161,61158,47405,134194,-0.105,18.148,-0.259,45.574
2015.5,13,22797,69,773,40251,38691,102595,-0.209,22.220,-0.364,39.233
2015.5,14,30889,161,759,45111,39066,116009,-0.169,26.626,-0.206,38.886
2015.5,15,27295,117,1158,53914,46779,129287,-0.133,21.112,-0.246,41.701
2015.5,16,23198,106,848,43388,46473,114037,-0.126,20.343,-0.234,38.047
2015.5,17,29723,97,1053,47144,48477,126525,-0.098,23.492,-0.197,37.261
2015.5,18,37297,214,1319,47874,49277,135999,-0.106,27.424,-0.238,35.202
2015.5,19,29001,53,713,13200,33523,76497,-0.455,37.911,-0.146,17.256
2015.5,20,30003,168,1133,40773,42492,114589,-0.177,26.183,-0.295,35.582
2015.5,21,30466,84,818,41947,43658,116996,-0.195,26.040,-0.268,35.853
2015.5,22,27651,72,806,59140,47746,135430,-0.206,20.417,-0.095,43.668
2015.5,23,29554,110,1023,65706,54024,150432,-0.064,19.646,-0.234,43.678
2015.5,24,33895,232,1090,20951,35912,92104,-0.335,36.801,-0.123,22.747
2015.5,25,24455,134,1076,55035,42790,123514,-0.104,19.799,-0.287,44.558
2015.5,26,26362,222,1216,20748,38185,86755,-0.206,30.387,-0.207,23.916
2015.5,27,36071,90,661,10779,33116,80733,-0.442,44.679,-0.007,13.351
2015.5,28,33712,176,1217,47938,41492,124558,-0.103,27.065,-0.250,38.486
2015.5,29,25852,42,824,13742,29215,69687,-0.401,37.097,-0.137,19.720
2015.5,30,24874,86,794,14913,28357,69034,-0.340,36.032,-0.187,21.602
2015.25,1,22723,196,1023,59884,45369,129207,-0.160,17.587,-0.208,46.347
2015.25,2,34559,124,562,20873,30979,87111,-0.145,39.672,-0.176,23.961
2015.25,3,38749,496,732,14460,27919,82370,0.074,47.043,-0.239,17.555
2015.25,4,29799,76,515,17798,29847,78045,-0.180,38.182,-0.054,22.805
2015.25,5,23984,117,712,49072,50692,124595,-0.274,19.250,0.068,39.385
2015.25,6,29417,297,1019,41772,40862,113376,-0.130,25.946,0.053,36.844
2015.25,7,61461,92,638,21989,34281,118471,-0.373,51.879,-0.003,18.561
2015.25,8,26988,82,496,23156,30220,80946,-0.353,33.341,-0.155,28.607
2015.25,9,39996,428,978,35485,35672,112568,0.000,35.531,0.085,31.523
2015.25,10,39937,348,913,36563,35964,113736,-0.083,35.114,0.048,32.147
2015.25,11,29650,144,862,44739,41284,116687,-0.113,25.410,-0.115,38.341
2015.25,12,24098,109,1124,60509,46165,132021,-0.125,18.253,-0.190,45.833
2015.25,13,22806,66,774,40263,37758,101681,-0.124,22.429,-0.094,39.597
2015.25,14,31031,157,760,45271,38568,115808,-0.188,26.795,-0.107,39.091
2015.25,15,27216,115,1131,53738,45885,128108,-0.115,21.245,-0.183,41.947
2015.25,16,23045,109,824,43101,45490,112590,-0.172,20.468,-0.148,38.281
2015.25,17,29532,103,1033,46894,47602,125192,-0.133,23.589,-0.167,37.458
2015.25,18,37153,205,1309,47828,48442,134954,-0.125,27.530,-0.164,35.440
2015.25,19,28958,51,713,13134,32615,75477,-0.394,38.367,-0.137,17.401
2015.25,20,29918,172,1143,40719,41522,113496,-0.143,26.360,-0.243,35.877
2015.25,21,30326,81,794,41753,42614,115591,-0.236,26.236,-0.192,36.121
2015.25,22,27692,74,782,58764,46952,134277,-0.162,20.623,-0.123,43.763
2015.25,23,29376,112,1010,65446,53079,149038,-0.095,19.710,-0.213,43.912
2015.25,24,33745,232,1085,20782,35002,90868,-0.329,37.136,-0.179,22.871
2015.25,25,24361,145,1063,54887,41916,122394,-0.133,19.904,-0.267,44.845
2015.25,26,26224,235,1186,20678,37376,85719,-0.156,30.593,-0.233,24.123
2015.25,27,36126,91,662,10695,32476,80064,-0.350,45.121,-0.057,13.358
2015.25,28,33662,176,1198,47996,40850,123903,-0.094,27.168,-0.216,38.737
2015.25,29,25874,41,817,13701,28555,69000,-0.335,37.499,-0.128,19.857
2015.25,30,24877,83,793,14903,27731,68397,-0.393,36.371,-0.175,21.789
2015,1,22908,201,1027,60097,44840,129086,-0.147,17.746,-0.025,46.556
2015,2,35870,136,582,21744,31740,90086,-0.314,39.818,-0.071,24.137
2015,3,40431,536,775,15317,29008,86080,0.030,46.969,-0.010,17.794
2015,4,30831,79,543,18372,30535,80370,-0.095,38.361,-0.152,22.859
2015,5,24620,122,709,49580,51055,126103,-0.338,19.524,-0.223,39.317
2015,6,30142,316,1038,42526,41557,115590,-0.089,26.077,0.008,36.790
2015,7,61501,89,643,21850,33607,117701,0.074,52.252,-0.088,18.564
2015,8,27413,79,496,23400,29967,81359,-0.341,33.694,-0.062,28.761
2015,9,42245,455,1062,37379,37745,118897,-0.058,35.531,-0.029,31.438
2015,10,41838,384,971,38156,37504,118868,-0.111,35.197,-0.086,32.099
2015,11,30460,148,886,45895,41947,119344,-0.160,25.523,-0.102,38.456
2015,12,23968,118,1096,60021,45200,130417,-0.178,18.378,-0.099,46.022
2015,13,23255,73,783,40927,38060,103113,-0.179,22.553,-0.028,39.691
2015,14,31441,159,765,45674,38459,116519,-0.232,26.984,-0.077,39.199
2015,15,27124,124,1105,53500,45113,126988,-0.209,21.359,-0.133,42.130
2015,16,23102,108,823,43013,44854,111926,-0.256,20.640,-0.171,38.430
2015,17,29434,118,1013,46684,46801,124078,-0.197,23.722,-0.176,37.625
2015,18,37054,218,1291,47705,47704,133988,-0.155,27.655,-0.158,35.604
2015,19,28876,56,711,13066,31784,74499,-0.340,38.760,-0.222,17.538
2015,20,29831,180,1118,40655,40749,112556,-0.244,26.503,-0.229,36.120
2015,21,30269,85,788,41522,41658,114343,-0.272,26.472,-0.161,36.314
2015,22,27703,82,765,58492,46227,133281,-0.179,20.785,-0.195,43.886
2015,23,29285,123,994,65246,52201,147864,-0.216,19.805,-0.074,44.126
2015,24,33630,248,1069,20690,34105,89764,-0.291,37.465,-0.230,23.049
2015,25,24315,151,1040,54745,41083,121355,-0.124,20.036,-0.166,45.111
2015,26,26062,255,1176,20643,36600,84756,-0.287,30.749,-0.214,24.356
2015,27,35994,95,654,10619,31781,79157,-0.374,45.472,-0.108,13.415
2015,28,33572,188,1186,47969,40213,123147,-0.218,27.262,-0.194,38.953
2015,29,25874,43,816,13667,27978,68389,-0.292,37.834,-0.232,19.984
2015,30,24835,82,781,14837,27008,67551,-0.479,36.765,-0.212,21.964
2014.75,1,22983,,1020,59832,44599,128447,-0.265,17.893,-0.203,46.581
2014.75,2,35596,,573,21472,31044,88698,-0.183,40.132,-0.108,24.208
2014.75,3,40058,,762,15194,29315,85341,-0.295,46.939,-0.202,17.804
2014.75,4,30909,,541,18495,30421,80375,-0.082,38.456,-0.139,23.011
2014.75,5,25014,,702,49798,50414,125943,-0.244,19.861,-0.101,39.540
2014.75,6,30063,,1010,42262,41550,114896,-0.496,26.165,-0.743,36.783
2014.75,7,60884,,647,21764,33381,116686,0.015,52.178,-0.076,18.652
2014.75,8,27438,,489,23237,29451,80618,-0.324,34.035,-0.048,28.824
2014.75,9,41637,,1044,36815,37491,116996,-0.154,35.588,-0.273,31.467
2014.75,10,41454,,952,37788,37198,117406,-0.200,35.308,-0.216,32.186
2014.75,11,30140,,888,45250,41070,117356,-0.207,25.683,-0.122,38.558
2014.75,12,24249,,1091,60271,45055,130678,-0.192,18.556,-0.063,46.122
2014.75,13,23453,,769,40980,37957,103174,-0.236,22.732,-0.028,39.719
2014.75,14,31368,,741,45268,37864,115258,-0.203,27.215,-0.143,39.275
2014.75,15,27367,,1112,53625,44756,126883,-0.185,21.569,-0.066,42.263
2014.75,16,23327,,820,43091,44367,111631,-0.265,20.897,-0.013,38.601
2014.75,17,29661,,1002,46874,46438,124003,-0.167,23.920,0.055,37.801
2014.75,18,37426,,1288,48127,47721,134577,-0.199,27.810,0.040,35.762
2014.75,19,29087,,715,13212,31370,74391,-0.151,39.100,-0.074,17.760
2014.75,20,30071,,1102,40865,40367,112425,-0.262,26.748,0.027,36.349
2014.75,21,30641,,779,41789,41340,114569,-0.192,26.745,-0.058,36.475
2014.75,22,27935,,775,58739,45790,133251,-0.196,20.964,-0.044,44.081
2014.75,23,29690,,1013,65543,52029,148288,-0.256,20.022,0.042,44.200
2014.75,24,33859,,1083,20877,33838,89679,-0.199,37.756,-0.041,23.280
2014.75,25,24504,,1039,55033,40948,121545,-0.294,20.160,0.001,45.278
2014.75,26,26342,,1187,20853,36473,84874,-0.270,31.037,-0.042,24.569
2014.75,27,36279,,664,10701,31478,79133,-0.147,45.846,-0.027,13.523
2014.75,28,33837,,1180,48204,39896,123136,-0.147,27.479,-0.016,39.147
2014.75,29,26067,,819,13822,27654,68372,-0.131,38.125,-0.110,20.216
2014.75,30,25078,,782,14932,26536,67334,-0.274,37.244,-0.067,22.176
2014.5,1,23233,,1029,59860,43814,127950,-0.359,18.158,-0.228,46.784
2014.5,2,35044,,566,21137,30167,86927,-0.846,40.314,0.600,24.316
2014.5,3,39401,,737,15020,28248,83417,-1.482,47.234,1.197,18.006
2014.5,4,30747,,556,18470,29999,79783,0.158,38.538,-0.102,23.150
2014.5,5,24960,,675,49212,49282,124145,-0.492,20.106,-0.436,39.641
2014.5,6,29398,,973,41378,38503,110264,-0.226,26.661,-0.397,37.526
2014.5,7,59519,,634,21369,32570,114102,-0.076,52.163,-0.291,18.728
2014.5,8,27031,,478,22714,28449,78673,-0.219,34.359,-0.125,28.871
2014.5,9,40851,,1039,36276,36118,114293,-0.524,35.742,-0.079,31.739
2014.5,10,40888,,926,37311,36013,115152,-0.541,35.508,0.046,32.402
2014.5,11,29752,,859,44451,39850,114920,-0.395,25.889,-0.025,38.680
2014.5,12,24984,,1138,61546,45580,133260,-0.386,18.748,-0.367,46.185
2014.5,13,23750,,768,41102,37775,103409,-0.425,22.967,-0.059,39.747
2014.5,14,31085,,723,44690,36860,113373,-0.395,27.418,-0.131,39.419
2014.5,15,28000,,1126,54484,45081,128715,-0.351,21.753,-0.307,42.329
2014.5,16,23760,,824,43356,44318,112280,-0.399,21.161,-0.333,38.614
2014.5,17,30614,,1041,47975,47446,127101,-0.271,24.086,-0.388,37.746
2014.5,18,38484,,1375,49081,48443,137399,-0.335,28.009,-0.299,35.722
2014.5,19,29948,,738,13607,32001,76299,-0.660,39.251,-0.222,17.834
2014.5,20,30999,,1120,41687,40948,114771,-0.404,27.009,-0.305,36.322
2014.5,21,31610,,786,42871,42066,117348,-0.377,26.937,-0.368,36.533
2014.5,22,28740,,797,59930,46339,135818,-0.384,21.161,-0.325,44.125
2014.5,23,30787,,1057,67044,52929,151829,-0.327,20.277,-0.316,44.158
2014.5,24,34532,,1123,21218,34091,90982,-0.564,37.955,-0.331,23.321
2014.5,25,25423,,1065,56275,41507,124290,-0.438,20.455,-0.453,45.277
2014.5,26,27271,,1242,21439,37140,87110,-0.572,31.306,-0.185,24.611
2014.5,27,36876,,682,10864,31744,80178,-0.673,45.993,-0.156,13.550
2014.5,28,34480,,1202,48878,40234,124807,-0.371,27.627,-0.365,39.163
2014.5,29,26738,,850,14206,28091,69891,-0.856,38.257,0.584,20.326
2014.5,30,25760,,786,15272,26838,68660,-0.625,37.518,0.211,22.243
2014.25,1,23858,,1015,60573,43386,128845,-0.076,18.517,-0.177,47.012
2014.25,2,35936,,572,20706,30082,87308,-0.210,41.160,-0.034,23.716
2014.25,3,39884,,741,13762,27471,81871,0.069,48.716,0.053,16.809
2014.25,4,31617,,598,19155,30998,82379,-0.188,38.380,-0.125,23.252
2014.25,5,25216,,654,49063,47478,122422,-0.157,20.598,-0.214,40.077
2014.25,6,30218,,1002,42620,38536,112386,-0.166,26.888,-0.054,37.923
2014.25,7,61992,,655,22570,33447,118671,-0.197,52.239,-0.080,19.019
2014.25,8,28410,,493,23824,29432,82163,-0.180,34.578,-0.253,28.996
2014.25,9,41142,,1019,36096,35178,113443,-0.068,36.267,-0.176,31.819
2014.25,10,41288,,920,37058,35256,114535,-0.087,36.048,-0.129,32.355
2014.25,11,30565,,851,45008,39855,116286,-0.115,26.284,-0.201,38.705
2014.25,12,25186,,1083,61274,44072,131626,-0.053,19.135,-0.172,46.552
2014.25,13,24600,,742,41861,37954,105163,-0.141,23.392,-0.203,39.806
2014.25,14,32382,,701,46046,37284,116426,0.025,27.813,0.235,39.550
2014.25,15,28260,,1069,54510,43989,127850,-0.099,22.104,-0.114,42.636
2014.25,16,24441,,833,44151,43917,113361,-0.125,21.560,-0.131,38.947
2014.25,17,30935,,1020,48432,46601,127007,-0.063,24.357,-0.171,38.133
2014.25,18,38962,,1317,49514,47653,137461,-0.087,28.344,-0.101,36.020
2014.25,19,30027,,737,13584,30881,75235,-0.220,39.911,-0.087,18.055
2014.25,20,31228,,1077,41723,39876,113914,-0.133,27.414,-0.122,36.627
2014.25,21,31925,,773,43130,41042,116880,-0.107,27.314,-0.166,36.901
2014.25,22,29173,,756,60187,45279,135404,-0.079,21.545,-0.142,44.450
2014.25,23,31293,,1026,67544,52003,151876,-0.080,20.604,-0.143,44.473
2014.25,24,34337,,1120,21084,32588,89143,-0.202,38.519,-0.070,23.652
2014.25,25,25933,,1052,56762,40356,124123,-0.085,20.893,-0.180,45.730
2014.25,26,27825,,1278,21643,36523,87284,-0.198,31.879,-0.130,24.796
2014.25,27,36721,,675,10785,30502,78690,-0.237,46.665,-0.024,13.706
2014.25,28,34770,,1178,49090,39140,124190,-0.100,27.997,-0.142,39.528
2014.25,29,26818,,853,13536,27357,68566,-0.194,39.113,-0.067,19.742
2014.25,30,25759,,785,14879,26107,67533,-0.232,38.143,0.020,22.032
2014,1,23764,,984,60313,42736,127810,-0.163,18.593,-0.235,47.190
2014,2,35997,,565,20665,29773,87012,-0.213,41.370,-0.078,23.750
2014,3,40479,,753,13943,28026,83211,-0.273,48.646,-0.205,16.756
2014,4,31632,,593,19173,30610,82017,-0.351,38.568,-0.115,23.377
2014,5,25228,,638,48975,46701,121552,-0.202,20.755,-0.260,40.291
2014,6,30485,,1009,42794,38389,112685,-0.189,27.053,-0.162,37.977
2014,7,62107,,655,22621,33056,118444,-0.102,52.436,-0.170,19.098
2014,8,28505,,486,23987,29028,82010,-0.411,34.758,-0.137,29.249
2014,9,41227,,1001,36302,34928,113464,-0.206,36.335,-0.122,31.994
2014,10,41300,,912,37128,34941,114294,-0.096,36.135,-0.203,32.485
2014,11,30499,,827,44948,39248,115530,-0.143,26.399,-0.285,38.906
2014,12,25073,,1063,61056,43472,130674,-0.101,19.187,-0.236,46.724
2014,13,24594,,723,41813,37373,104509,-0.181,23.533,-0.280,40.009
2014,14,33855,,723,47897,39344,121831,-0.075,27.788,-0.100,39.314
2014,15,28255,,1057,54403,43522,127259,-0.116,22.203,-0.303,42.750
2014,16,24432,,834,44028,43355,112667,-0.152,21.685,-0.329,39.078
2014,17,30861,,1014,48408,46074,126376,-0.153,24.420,-0.251,38.305
2014,18,38911,,1314,49436,47186,136862,-0.126,28.431,-0.193,36.121
